date#opponent#score#loss#attendance#record
september 1#padres#6 - 2#hensley (8 - 11)#32901#68 - 67
september 2#padres#7 - 1#lohse (1 - 2)#36287#68 - 68
september 3#padres#2 - 1#cormier (2 - 3)#31153#68 - 69
september 4#giants#5 - 4#weathers (4 - 4)#25515#68 - 70
september 5#giants#3 - 0#morris (10 - 12)#20751#69 - 70
september 6#giants#3 - 2#kim (0 - 1)#20571#69 - 71
september 8#pirates#9 - 1#snell (12 - 10)#17631#70 - 71
september 9#pirates#7 - 4#coffey (6 - 6)#25038#70 - 72
september 10#pirates#4 - 2#youman (0 - 1)#20731#71 - 72
september 12#padres#5 - 4#brocail (2 - 2)#15820#72 - 72
september 13#padres#10 - 0#lohse (2 - 3)#21602#72 - 73
september 14#padres#4 - 2#harang (13 - 11)#16957#72 - 74
september 15#cubs#4 - 0#mã¡rmol (5 - 7)#37188#73 - 74
september 16#cubs#4 - 0#michalak (1 - 3)#40526#73 - 75
september 17#cubs#11 - 3#milton (8 - 8)#39164#73 - 76
september 18#astros#5 - 3#lohse (2 - 4)#28711#73 - 77
september 19#astros#5 - 4#albers (0 - 2)#36930#74 - 77
september 20#astros#7 - 2#arroyo (14 - 10)#31928#74 - 78
september 22#cubs#4 - 2#hill (6 - 7)#21332#75 - 78
september 23#cubs#11 - 4#lohse (2 - 5)#28264#75 - 79
september 24#cubs#3 - 2#dempster (1 - 9)#22226#76 - 79
september 25#cubs#5 - 4#eyre (1 - 3)#16278#77 - 79
september 26#marlins#5 - 3#willis (12 - 12)#11422#78 - 79
september 27#marlins#7 - 2#michalak (2 - 4)#13295#78 - 80
september 28#marlins#5 - 1#nolasco (11 - 11)#14106#79 - 80
september 29#pirates#5 - 2#duke (10 - 15)#27033#80 - 80
september 30#pirates#3 - 0#arroyo (14 - 11)#35514#80 - 81
