date#opponent#score#loss#attendance#record
may 1#angels#7 - 2#drese (2 - 3)#23536#13 - 14
may 2#angels#8 - 0#finley (2 - 3)#26068#13 - 15
may 3#rangers#4 - 2#báez (3 - 3)#32846#13 - 16
may 4#rangers#3 - 0#valdez (2 - 4)#33788#14 - 16
may 5#rangers#9 - 2#rogers (3 - 1)#31990#15 - 16
may 6#orioles#9 - 4#groom (1 - 1)#24976#16 - 16
may 7#orioles#4 - 3 (10)#wohlers (0 - 1)#26455#16 - 17
may 8#orioles#6 - 2#erickson (3 - 3)#29361#17 - 17
may 9#royals#5 - 3#rincón (0 - 1)#12555#17 - 18
may 10#royals#9 - 0#sabathia (3 - 4)#24279#17 - 19
may 11#royals#postponed (rain)#postponed (rain)#postponed (rain)#postponed (rain)
may 12#royals#4 - 1#finley (2 - 4)#10820#17 - 20
may 14#orioles#6 - 5#julio (2 - 2)#30447#18 - 20
may 15#orioles#3 - 1#bauer (1 - 1)#26315#19 - 20
may 17#royals#6 - 2#finley (2 - 5)#32593#19 - 21
may 18#royals#4 - 2#wickman (0 - 1)#29388#19 - 22
may 18#royals#4 - 1#may (0 - 1)#32110#20 - 22
may 19#royals#5 - 4#wickman (0 - 2)#31105#20 - 23
may 20#tigers#4 - 3#rincón (0 - 2)#12851#20 - 24
may 21#tigers#5 - 1#nagy (0 - 1)#14442#20 - 25
may 22#tigers#2 - 0#finley (2 - 6)#14396#20 - 26
may 24#blue jays#5 - 2#miller (3 - 2)#16385#21 - 26
may 25#blue jays#3 - 0#loaiza (2 - 1)#21589#22 - 26
may 26#blue jays#3 - 1#prokopec (2 - 7)#22380#23 - 26
may 27#tigers#4 - 1#báez (4 - 4)#40652#23 - 27
may 28#tigers#4 - 2#weaver (4 - 6)#25028#24 - 27
may 29#tigers#9 - 5#riske (0 - 2)#26156#24 - 28
may 30#tigers#11 - 7#lima (1 - 3)#25689#25 - 28
may 31#white sox#7 - 0#glover (1 - 1)#33756#26 - 28
