season#position#win / loss#coach#captain#dudley tuckey medal#leading goalkicker
1997#9#1 - 19#geoff miles#phil gilbert#scott simister#scott simister (27)
1998#9#1 - 19#geoff miles troy wilson#phil gilbert#darren bolton#scott simister (31)
1999#9#0 - 20#troy wilson#scott simister#scott simister#scott simister (54)
2000#8#4 - 14#shane cable#bill monaghan#vance davison#dean buszan (32)
2001#6#7 - 11#shane cable#vance davison#derek hall#david mcpharlin (25)
2002#8#7 - 11#peter german#derek hall#darren bolton#scott simister (46)
2003#9#1 - 19#john ditchburn#derek hall#derek hall#derek hall (22)
2004#8#5 - 15#garry hocking#brandon hill#daniel haines#cameron gauci (40)
2005#9#3 - 17#garry hocking#grant welsh#pat travers#justin wood (29)
2006#8#6 - 14#chris waterman#grant welsh#rory o'brien#dean buszan (44)
2007#8#5 - 15#chris waterman#grant welsh#daniel haines#dean buszan (30)
2008#6#8 - 12#chris waterman#grant welsh#hayden ballantyne#hayden ballantyne (75)
2009#9#5 - 15#chris waterman#daniel haines#ben howlett#kain robins (33)
2010#8#3 - 17#trevor williams#daniel haines brendon jones#rory o'brien#matthew battye (27)
2011#9#5 - 15#trevor williams#brendon jones#kristin thornton#bradley holmes (36)
2012#9#5 - 15#trevor williams mark moody#brendon jones#brendon jones#bradley holmes (52)
2013#9#3 - 17#cam shepherd#brendon jones#viv michie#bradley holmes (33)
