date#result#score#stadium#city#crowd
25 july 1997#auckland warriors def st helens#70 - 6#ericsson stadium#auckland#8500
25 july 1997#adelaide rams def oldham bears#18 - 2#boundary park#oldham#3315
26 july 1997#cronulla sharks def warrington wolves#44 - 0#shark park#sydney#6112
27 july 1997#hunter mariners def paris - st germain#32 - 4#topper stadium#newcastle#2210
27 july 1997#perth reds def castleford tigers#24 - 14#waca ground#perth#6114
27 july 1997#brisbane broncos def london broncos#34 - 16#the stoop#london#9846
27 july 1997#north queensland cowboys def salford reds#24 - 14#the willows#salford#7448
27 july 1997#canberra raiders def halifax blue sox#42 - 12#thrum hall#halifax#3620
28 july 1997#penrith panthers def bradford bulls#54 - 14#penrith oval#penrith#5332
28 july 1997#wigan warriors def canterbury bulldogs#31 - 24#central park#wigan#10280
