no in series#no in season#title#directed by#written by#original air date#production code#us viewers (millions)
203#1#trials#david platt#dawn denoon#september 23 , 2008#10002#9.52
204#2#confession#arthur w forney#judith mccreary#september 30 , 2008#10003#10.22
205#3#swing#david platt#amanda green#october 14 , 2008#10004#9.40
206#4#lunacy#peter leto#daniel truly#october 21 , 2008#10001#9.35
207#5#retro#peter leto#jonathan greene & joshua kotcheff#october 28 , 2008#10005#9.20
208#6#babes#david platt#daniel truly#november 11 , 2008#10006#9.42
209#7#wildlife#peter leto#mick betancourt#november 18 , 2008#10008#10.18
210#8#persona#helen shaver#amanda green#november 25 , 2008#10009#8.55
211#9#ptsd#eriq la salle#judith mccreary#december 2 , 2008#10007#10.31
212#10#smut#chris eyre#kam miller#december 9 , 2008#10010#10.93
213#11#stranger#david platt#dawn denoon#january 6 , 2009#10011#10.64
214#12#hothouse#peter leto#charley davis#january 13 , 2009#10012#9.66
215#13#snatched#david platt#mick betancourt#february 3 , 2009#10013#10.31
216#14#transitions#peter leto#ken storer#february 17 , 2009#10014#9.45
217#15#lead#david platt#jonathan greene#march 10 , 2009#10015#11.03
218#16#ballerina#peter leto#daniel truly#march 17 , 2009#10016#10.58
219#17#hell#david platt#amanda green#march 31 , 2009#10017#9.34
220#18#baggage#chris zalla#judith mccreary#april 7 , 2009#10018#9.08
221#19#selfish#david platt#mick betancourt#april 28 , 2009#10019#10.23
222#20#crush#peter leto#jonathan greene#may 5 , 2009#10020#9.79
223#21#liberties#juan j campanella#dawn denoon#may 19 , 2009#10021#6.73
