average population#live births#deaths#natural change#crude birth rate (per 1000)#crude death rate (per 1000)#natural change (per 1000)
17 000#448#279#169#26.4#16.4#9.9
18 000#457#338#119#25.4#18.8#6.6
18 000#476#355#121#26.4#19.7#6.7
19 000#491#366#125#25.8#19.3#6.6
19 000#488#335#153#25.7#17.6#8.1
19 000#508#345#163#26.7#18.2#8.6
14 000#241#326#- 85#17.2#23.3#- 6.1
10 000#4#94#- 90#0.4#9.4#- 9.0
10 000#1#145#- 144#0.1#14.5#- 14.4
10 000#3#130#- 127#0.3#13.0#- 12.7
15 000#50#126#- 76#3.3#8.4#- 5.1
20 000#614#192#422#30.7#9.6#21.1
21 000#449#206#224#21.4#9.8#10.7
22 000#471#184#246#21.4#8.4#11.2
23 000#491#211#280#21.3#9.2#12.2
23 000#525#215#310#22.8#9.3#13.5
23 000#459#207#252#20.0#9.0#11.0
23 000#544#285#259#23.7#12.4#11.3
23 000#551#226#325#24.0#9.8#14.1
23 000#525#228#297#22.8#9.9#12.9
24 000#566#235#331#23.6#9.8#13.8
24 000#561#224#337#23.4#9.3#14.0
24 000#571#227#344#23.8#9.5#14.3
24 000#550#250#300#22.9#10.4#12.5
24 000#600#219#381#25.0#9.1#15.9
24 000#550#231#319#22.9#9.6#13.3
24 000#616#221#395#25.7#9.2#16.5
23 900#560#241#319#23.4#10.1#13.3
24 100#561#212#349#23.3#8.8#14.5
24 300#642#182#460#26.4#7.5#18.9
24 500#629#222#407#25.7#9.1#16.6
25 300#679#243#436#26.8#9.6#17.2
25 400#597#204#393#23.5#8.0#15.5
25 700#535#244#291#20.8#9.5#11.3
25 900#542#216#326#20.9#8.3#12.6
26 200#557#246#311#21.3#9.4#11.9
26 500#573#268#305#21.6#10.1#11.5
28 000#594#238#356#21.2#8.5#12.7
29 000#581#244#337#20.0#8.4#11.6
29 600#536#244#292#18.1#8.2#9.9
29 000#575#204#371#19.8#7.0#12.8
29 700#525#231#294#17.7#7.8#9.9
30 000#510#253#247#17.0#8.8#8.2
30 100#506#248#258#16.8#8.2#8.6
29 400#520#253#267#17.7#8.6#9.1
29 700#472#257#215#15.9#8.7#7.2
29 700#550#282#268#18.5#9.5#9.0
29 700#511#231#280#17.2#7.8#9.4
29 500#566#223#343#19.2#7.6#11.6
29 100#510#252#258#17.5#8.7#8.9
28 800#506#265#241#17.6#9.2#8.4
28 600#498#276#222#17.4#9.7#7.8
29 000#507#290#217#17.5#10.0#7.5
29 500#531#217#314#18.0#7.4#10.6
30 100#523#293#230#17.4#9.7#7.6
30 700#530#219#311#17.3#7.1#10.1
30 900#531#279#252#17.2#9.0#8.2
30 000#567#255#312#18.9#8.5#10.4
28 800#569#205#364#19.7#7.1#12.6
28 100#518#275#243#18.5#9.8#8.7
27 100#509#261#248#18.8#9.6#9.1
27 200#435#205#230#16.0#7.5#8.5
27 100#445#221#224#16.4#8.2#8.3
27 200#427#263#164#15.7#9.7#6.0
27 000#411#267#144#15.2#9.9#5.3
27 200#381#277#104#14.0#10.2#3.8
27 000#408#262#146#15.1#9.7#5.4
28 200#374#249#125#13.2#8.8#4.4
28 500#371#242#129#13.0#8.5#4.5
28 600#372#234#138#13.0#8.2#4.8
28 800#421#242#179#14.6#8.4#6.2
28 800#418#249#169#14.5#8.7#5.9
28 900#373#230#143#12.9#8.0#5.0
29 300#400#202#198#13.7#6.9#6.8
29 300#400#227#173#13.7#7.8#5.9
29 400#417#234#183#14.2#8.0#6.2
29 441#493#231#262#16.7#7.8#8.9
29 752#442#241#201#14.9#8.1#6.8
