episode#first broadcast#andrew and georgies guest#jamie and johns guest#scores
01x01#11 march 2010#neil morrissey#david haye#9 - 5
01x02#18 march 2010#alastair campbell#ruth jones#12 - 9
01x03#25 march 2010#neil morrissey#abbey clancy#7 - 8
01x04#1 april 2010#dara ó briain#steve harmison#13 - 7
01x05#8 april 2010#jack whitehall#amir khan#9 - 8
01x06#15 april 2010#jimmy carr#karen pickering#8 - 5
01x07#22 april 2010#dara ó briain#claudia winkleman#7 - 8
01x08#29 april 2010#bob mortimer#tom daley#4 - 7
01x09#6 may 2010#ardal o'hanlon#gabby logan#6 - 8
01x10#13 may 2010#stephen mangan#matthew le tissier#9 - 11
