no#player#height (m)#height (f)#position#year born#current club
4#andrey vorontsevich#2.07#6'09#forward#1987#cska moscow
5#nikita kurbanov#2.03#6'08#forward#1986#cska moscow
6#sergey bykov#1.90#6'03#guard#1983#lokomotiv kuban
7#vitaly fridzon#1.95#6'05#guard#1985#khimki
8#kelly mccarty#2.01#6'07#forward#1975#unics kazan
9#dmitri sokolov#2.14#7'00#center#1985#cska moscow
10#fedor dmitriev#2.05#6'09#forward#1984#spartak saint petersburg
11#egor vyaltsev#1.94#6'04#guard#1985#khimki
12#sergey monya#2.05#6'09#forward#1983#khimki
13#anton ponkrashov#2.00#6'07#guard#1986#cska moscow
14#alexey zozulin#2.01#6'07#guard#1983#cska moscow
