date#opponent#score#loss#attendance#record
june 2#tigers#3 - 2#jones (0 - 3)#35531#32 - 20
june 3#tigers#6 - 2#wakefield (4 - 7)#40872#32 - 21
june 4#tigers#8 - 3#miner (0 - 1)#35764#33 - 21
june 5#yankees#13 - 5#beckett (7 - 3)#55246#33 - 22
june 6#yankees#2 - 1#pauley (0 - 1)#55141#33 - 23
june 7#yankees#postponed (rain)#postponed (rain)#postponed (rain)#33 - 23
june 8#yankees#9 - 3#wright (3 - 4)#55225#34 - 23
june 9#rangers#4 - 3#cordero (5 - 4)#36133#35 - 23
june 10#rangers#7 - 4#tavárez (1 - 1)#36920#35 - 24
june 10#rangers#postponed (rain)#postponed (rain)#postponed (rain)#35 - 24
june 11#rangers#5 - 4#otsuka (2 - 2)#36232#36 - 24
june 11#rangers#13 - 6#pauley (0 - 2)#35602#36 - 25
june 13#twins#5 - 2#tavárez (1 - 2)#23531#36 - 26
june 14#twins#8 - 1#clement (5 - 5)#26492#36 - 27
june 15#twins#5 - 3#wakefield (4 - 8)#21191#36 - 28
june 16#braves#4 - 1#hudson (6 - 5)#51038#37 - 28
june 17#braves#5 - 3#cormier (2 - 2)#49364#38 - 28
june 18#braves#10 - 7#mcbride (1 - 1)#48826#39 - 28
june 19#nationals#6 - 3#armas (6 - 4)#36252#40 - 28
june 20#nationals#11 - 3#hernández (5 - 8)#36421#41 - 28
june 21#nationals#9 - 3#hill (1 - 2)#36464#42 - 28
june 23#phillies#10 - 2#madson (7 - 5)#35948#43 - 28
june 24#phillies#5 - 3#gordon (2 - 3)#35564#44 - 28
june 25#phillies#postponed (rain)#postponed (rain)#postponed (rain)#44 - 28
june 26#phillies#8 - 7#condrey (1 - 2)#36459#45 - 28
june 27#mets#9 - 4#soler (2 - 2)#36250#46 - 28
june 28#mets#10 - 2#martínez (7 - 4)#36035#47 - 28
june 29#mets#4 - 2#heilman (0 - 3)#36028#48 - 28
june 30#marlins#5 - 2#johnson (3 - 9)#32194#48 - 29
