outcome#date#tournament#surface#partner#opponents in the final#score in the final
runner - up#21 july 2003#umag , croatia#clay#thomas shimada#álex lópez morón rafael nadal#1 - 6 , 3 - 6
winner#8 september 2003#costa do sauipe , brazil#hard#thomas shimada#scott humphries mark merklein#6 - 2 , 6 - 4
runner - up#11 july 2004#båstad , sweden#clay#simon aspelin#mahesh bhupathi jonas björkman#6 - 4 , 6 - 7 (2 - 7) , 6 - 7 (6 - 8)
runner - up#17 july 2004#stuttgart , germany#clay#simon aspelin#jiří novák radek štěpánek#2 - 6 , 4 - 6
runner - up#9 january 2005#adelaide , australia#hard#simon aspelin#xavier malisse olivier rochus#6 - 7 (5 - 7) , 4 - 6
runner - up#17 january 2005#auckland , new zealand#hard#simon aspelin#yves allegro michael kohlmann#4 - 6 , 6 - 7 (4 - 7)
winner#31 january 2005#delray beach , united states#hard#simon aspelin#jordan kerr jim thomas#6 - 3 , 6 - 3
winner#14 february 2005#memphis , united states#hard#simon aspelin#bob bryan mike bryan#6 - 4 , 6 - 4
runner - up#20 june 2005#nottingham , uk#grass#simon aspelin#jonathan erlich andy ram#6 - 4 , 3 - 6 , 5 - 7
runner - up#25 july 2005#indianapolis , us#hard#simon aspelin#paul hanley graydon oliver#2 - 6 , 1 - 3 ret
runner - up#10 october 2005#tokyo , japan#hard#simon aspelin#satoshi iwabuchi takao suzuki#4 - 5 , 4 - 5
runner - up#14 january 2006#auckland , new zealand#hard#simon aspelin#andrei pavel rogier wassen#2 - 6 , 7 - 5 ,
winner#23 october 2006#st petersburg , russia#carpet#simon aspelin#julian knowle jürgen melzer#6 - 1 , 7 - 6 (7 - 3)
winner#1 january 2007#adelaide , australia#hard#wesley moodie#novak djokovic radek štěpánek#6 - 4 , 3 - 6 ,
winner#16 april 2007#valencia , spain#clay#wesley moodie#yves allegro sebastián prieto#7 - 5 , 7 - 5
runner - up#22 october 2007#st petersburg , russia#carpet#jürgen melzer#daniel nestor nenad zimonjić#1 - 6 , 6 - 7 (3 - 7)
runner - up#18 may 2008#casablanca , morocco#clay#james cerretani#albert montañés santiago ventura#1 - 6 , 2 - 6
