outcome#date#tournament#surface#partner#opponents in the final#score in the final
runner - up#1985#bologna , italy#clay#alberto tous#paolo canè simone colombo#5 - 7 , 4 - 6
winner#1986#bordeaux , france#clay#david de miguel#ronald agénor mansour bahrami#7 - 5 , 6 - 4
winner#1989#prague , czechoslovakia#clay#horst skoff#petr korda tomáš šmíd#6 - 4 , 6 - 4
winner#1991#san marino#clay#carlos costa#christian miniussi diego pérez#6 - 3 , 3 - 6 , 6 - 3
runner - up#1993#umag , croatia#clay#francisco roig#filip dewulf tom vanhoudt#4 - 6 , 5 - 7
runner - up#1994#san marino#clay#renzo furlan#neil broad greg van emburgh#4 - 6 , 6 - 7
runner - up#1994#bucharest , romania#clay#jose antonio conde#wayne arthurs simon youl#4 - 6 , 4 - 6
runner - up#1995#oporto , portugal#clay#àlex corretja#tomás carbonell francisco roig#3 - 6 , 6 - 7
runner - up#1995#kitzbühel , austria#clay#wayne arthurs#francisco montana greg van emburgh#7 - 6 , 3 - 6 , 6 - 7
winner#1995#san marino#clay#andrew kratzmann#pablo albano federico mordegan#7 - 6 , 3 - 6 , 6 - 2
