place#player#country#score#to par#money ( $ )
1#cyril walker#england#74 + 74 + 74 + 75 = 297#+ 9#500
2#bobby jones (a)#united states#74 + 73 + 75 + 78 = 300#+ 12#0
3#bill mehlhorn#united states#72 + 75 + 76 + 78 = 301#+ 13#300
t4#bobby cruickshank#scotland#77 + 72 + 76 + 78 = 303#+ 15#150
t4#walter hagen#united states#75 + 75 + 76 + 77 = 303#+ 15#150
t4#macdonald smith#united states#78 + 72 + 77 + 76 = 303#+ 15#150
t7#abe espinosa#united states#80 + 71 + 77 + 77 = 305#+ 17#85
t7#peter o'hara#united states#76 + 79 + 74 + 76 = 305#+ 17#85
9#mike brady#united states#75 + 77 + 77 + 77 = 306#+ 18#75
t10#chick evans (a)#united states#77 + 77 + 76 + 77 = 307#+ 19#0
t10#eddie loos#united states#73 + 81 + 75 + 78 = 307#+ 19#63
t10#dave robertson#united states#73 + 76 + 77 + 81 = 307#+ 19#63
