district#incumbent#party#first elected#results#candidates
california 7#george miller#democratic#1974#re - elected#george miller (d) 83.9% camden mcconnell (l) 16.1%
california 10#ellen tauscher#democratic#1996#re - elected#ellen tauscher (d) 66.5% darcy linn (r) 33.5%
california 11#richard pombo#republican#1992#lost re - election democratic gain#jerry mcnerney (d) 53.2% richard pombo (r) 46.8%
california 12#tom lantos#democratic#1980#re - elected#tom lantos (d) 76.1% michael moloney (r) 23.9%
california 13#pete stark#democratic#1972#re - elected#pete stark (d) 74.9% george bruno (r) 25.1%
california 15#mike honda#democratic#2000#re - elected#mike honda (d) 72.4% raymond chukwu (r) 27.6%
california 16#zoe lofgren#democratic#1994#re - elected#zoe lofgren (d) 72.8% charel winston (r) 27.2%
california 17#sam farr#democratic#1992#re - elected#sam farr (d) 75.9% anthony demaio (r) 22.6%
california 18#dennis cardoza#democratic#2002#re - elected#dennis cardoza (d) 65.4% john kanno (r) 34.6%
california 19#george radanovich#republican#1996#re - elected#george radanovich (r) 60.6% tj cox (d) 39.4%
california 20#jim costa#democratic#2004#re - elected#' jim costa (d) unopposed
california 22#bill thomas#republican#1978#retired republican hold#kevin mccarthy (r) 70.8% sharon beery (d) 29.2%
california 23#lois capps#democratic#1998#re - elected#lois capps (d) 65.2% victor tognazzini (r) 34.8%
california 24#elton gallegly#republican#1986#re - elected#elton gallegly (r) 62.1% jill martinez (d) 37.9%
california 27#brad sherman#democratic#1996#re - elected#brad sherman (d) 68.8% peter hankwitz (r) 31.2%
california 31#xavier becerra#democratic#1992#re - elected#xavier becerra (d) unopposed
california 32#hilda solis#democratic#2000#re - elected#hilda solis (d) 83.0% leland faegre (l) 17.0%
california 33#diane watson#democratic#2001#re - elected#diane watson (d) unopposed
california 38#grace napolitano#democratic#1998#re - elected#grace napolitano (d) 75.4% sid street (r) 24.6%
california 39#linda sánchez#democratic#2002#re - elected#linda sánchez (d) 65.9% james andion (r) 34.1%
california 41#jerry lewis#republican#1978#re - elected#jerry lewis (r) 67.0% louis contreras (d) 33.0%
california 42#gary miller#republican#1998#re - elected#gary miller (r) unopposed
california 43#joe baca#democratic#1999#re - elected#joe baca (d) 64.5% scott folkens (r) 35.5%
california 45#mary bono#republican#1998#re - elected#mary bono (r) 60.7% david roth (d) 39.3%
