week#date#opponent#result#game site#attendance
1#1972 - 09 - 17#buffalo bills#w 41 - 24#war memorial stadium#46206
2#1972 - 09 - 24#baltimore colts#w 44 - 34#memorial stadium#56626
3#1972 - 10 - 01#houston oilers#l 26 - 20#the astrodome#51423
4#1972 - 10 - 08#miami dolphins#l 27 - 17#shea stadium#63841
5#1972 - 10 - 15#new england patriots#w 41 - 13#schafer stadium#60999
6#1972 - 10 - 22#baltimore colts#w 24 - 20#shea stadium#62948
7#1972 - 10 - 29#new england patriots#w 34 - 10#shea stadium#62867
8#1972 - 11 - 05#washington redskins#l 35 - 17#shea stadium#63962
9#1972 - 11 - 12#buffalo bills#w 41 - 3#shea stadium#62853
10#1972 - 11 - 19#miami dolphins#l 28 - 24#miami orange bowl#80010
11#1972 - 11 - 23#detroit lions#l 37 - 20#tiger stadium#54418
12#1972 - 12 - 03#new orleans saints#w 18 - 17#shea stadium#62496
13#1972 - 12 - 11#oakland raiders#l 24 - 16#oakland - alameda county coliseum#54843
14#1972 - 12 - 17#cleveland browns#l 26 - 10#shea stadium#62614
