name#pos#height#weight#2012 club
joel dennerley#gk#m#-#unsw wests magpies
richie campbell#cb#m#-#unsw wests magpies
tim cleland#cb#m#-#fremantle mariners
johnno cotterill#d#m#-#panionios gss
aaron younger#d#m#-#szeged beton
jamie beadsworth#cf#m#-#fremantle mariners
aiden roach#d#m#-#drummoyne devils
sam mcgregor#d#m#-#victorian tigers
thomas whalan#d#m#-#sydney university
gavin woods#cf#m#-#balmain tigers
rhys howden#d#m#-#brisbane barracudas
billy miller#d#m#-#queensland breakers
james clark#gk#m#-#balmain wpc
