rank#ws points#name#country#08 - 09 i / o best#08 - 09 gp / jgp best#08 - 09 gp / jgp 2nd#08 - 09 oi best#08 - 09 oi 2nd#07 - 08 i / o best#07 - 08 gp / jgp best#07 - 08 gp / jgp 2nd#07 - 08 oi best#07 - 08 oi 2nd
1#4353#aliona savchenko / robin szolkowy#germany#1200#648#400#250#0#840#560#280#175#0
2#3740#dan zhang / hao zhang#china#1080#720#400#0#0#756#504#280#0#0
3#3397#qing pang / jian tong#china#875#800#400#0#0#588#454#280#0#0
4#3355#yuko kavaguti / alexander smirnov#russia#972#525#400#250#0#613#368#227#0#0
5#2808#jessica dubã / bryce davison#canada#756#360#324#0#0#680#408#280#0#0
6#2804#maria mukhortova / maxim trankov#russia#787#472#360#225#0#529#227#204#0#0
7#2670#tatiana volosozhar / stanislav morozov#ukraine#709#583#360#203#0#428#204#183#0#0
8#2058#lubov iliushechkina / nodari maisuradze#russia#715#600#292#0#0#451#0#0#0#0
9#2047#meagan duhamel / craig buntin#canada#612#324#292#0#0#496#165#0#158#0
10#1840#ksenia krasilnikova / konstantin bezmaternikh#russia#0#486#250#0#0#501#420#183#0#0
11#1837#yue zhang / lei wang#china#342#540#262#0#0#266#223#204#0#0
12#1776#ekaterina sheremetieva / mikhail kuznetsov#russia#469#225#0#164#0#365#378#175#0#0
13#1739#keauna mclaughlin / rockne brubaker#united states#551#360#324#0#0#0#252#252#0#0
14#1542#adeline canac / maximin coia#france#362#236#213#203#0#214#165#149#0#0
15#1511#stacey kemp / david king#united kingdom#339#292#0#250#0#347#149#134#0#0
16#1496#rena inoue / john baldwin#united states#446#360#262#0#0#428#0#0#0#0
17#1343#huibo dong / yiming wu#china#362#292#191#0#0#405#93#0#0#0
18#1331#anastasia martiusheva / alexei rogonov#russia#644#437#250#0#0#0#0#0#0#0
19#1307#tiffany vise / derek trent#united states#0#262#262#0#0#281#204#183#115#0
20#1305#mylã¨ne brodeur / john mattatall#canada#465#292#236#0#0#312#0#0#0#0
21#1243#maria sergejeva / ilja glebov#estonia#224#262#148#0#0#295#165#149#0#0
22#1183#marissa castelli / simon shnapir#united states#579#354#182#0#0#0#68#0#0#0
23#1121#narumi takahashi / mervin tran#japan#380#319#203#0#0#115#104#0#0#0
24#1057#amanda velenosi / mark fernandez#canada#0#213#164#0#0#216#306#158#0#0
