year#team#chassis#engine#rank#points
2002#mo nunn racing#g - force#chevrolet#50th#2
2003#andretti green racing#dallara#honda#4th#476
2004#andretti green racing#dallara#honda#1st#618
2005#andretti green racing#dallara#honda#2nd#548
2006#andretti green racing#dallara#honda#6th#384
2007#andretti green racing#dallara#honda#3rd#576
2008#andretti green racing#dallara#honda#3rd#513
2009#andretti green racing#dallara#honda#6th#386
2010#andretti autosport#dallara#honda#6th#453
2011#kv racing technology#dallara#honda#5th#366
2012#kv racing technology#dallara dw12#chevrolet#9th#351
2013#kv racing technology#dallara dw12#chevrolet#11th#397
