date#opponent#score#loss#attendance#record
june 1#phillies#12 - 3#bystrom (2 - 2)#30076#28 - 20
june 2#phillies#3 - 2#smith (3 - 3)#40102#28 - 21
june 3#phillies#11 - 2#k gross (1 - 1)#30278#29 - 21
june 5#expos#3 - 2#smith (5 - 5)#25810#30 - 21
june 6#expos#8 - 1#reuschel (3 - 2)#15686#30 - 22
june 7#expos#2 - 1#eckersley (0 - 2)#14976#30 - 23
june 8#cardinals#5 - 4#stoddard (3 - 1)#38457#30 - 24
june 9#cardinals#5 - 0#stuper (2 - 3)#48869#31 - 24
june 10#cardinals#2 - 0#andujar (10 - 5)#43035#32 - 24
june 11#expos#2 - 1#smith (3 - 4)#21231#32 - 25
june 12#expos#11 - 4#lea (10 - 3)#22512#33 - 25
june 13#expos#7 - 4#lucas (0 - 1)#22388#34 - 25
june 14#phillies#11 - 2#bordi (2 - 1)#23373#34 - 26
june 15#phillies#5 - 2#rainey (5 - 5)#27489#34 - 27
june 16#phillies#8 - 2#reuschel (3 - 3)#40723#34 - 28
june 17#phillies#9 - 7#eckersley (1 - 3)#36882#34 - 29
june 19#pirates#4 - 3#tudor (4 - 4)#9377#35 - 29
june 20#pirates#5 - 1#rainey (5 - 6)#7767#35 - 30
june 21#pirates#8 - 6#eckersley (1 - 4)#8267#35 - 31
june 22#cardinals#9 - 3#stuper (2 - 5)#33723#36 - 31
june 23#cardinals#12 - 11#rucker (1 - 1)#38079#37 - 31
june 24#cardinals#5 - 0#horton (3 - 1)#39494#38 - 31
june 25#pirates#3 - 0#rainey (5 - 7)#19036#38 - 32
june 26#pirates#9 - 0#eckersley (1 - 5)#0#38 - 33
june 26#pirates#9 - 8#mcwilliams (4 - 6)#28369#39 - 33
june 27#pirates#8 - 7#scurry (1 - 4)#37055#40 - 33
june 28#dodgers#5 - 3#pena (8 - 4)#37659#41 - 33
june 29#dodgers#7 - 1#sutcliffe (2 - 1)#43700#41 - 34
june 30#dodgers#14 - 4#howell (0 - 1)#47991#42 - 34
