date#opponent#score#loss#attendance#record
mon. 1#kansas city#3 - 2#hernandez (1 - 1)#9597#17 - 9
tue. 2#kansas city#4 - 1#redman (0 - 2)#12415#18 - 9
wed. 3#la angels#2 - 1#weaver (1 - 4)#17171#19 - 9
thu. 4#la angels#7 - 2#verlander (3 - 3)#24879#19 - 10
fri. 5#minnesota#9 - 6#lohse (1 - 3)#23892#20 - 10
sat. 6#minnesota#7 - 6#jones (0 - 1)#20907#20 - 11
sun. 7#minnesota#4 - 2#maroth (4 - 2)#20548#20 - 12
tue. 9#baltimore#7 - 6#rodney (1 - 1)#16566#20 - 13
wed. 10#baltimore#6 - 3#lopez (1 - 5)#15548#21 - 13
fri. 12#cleveland#5 - 4#lee (2 - 4)#23588#22 - 13
sat. 13#cleveland#3 - 0#sabathia (2 - 1)#24051#23 - 13
sun. 14#cleveland#3 - 2#johnson (2 - 3)#21875#24 - 13
tue. 16#minnesota#7 - 4#lohse (2 - 4)#18115#25 - 13
wed. 17#minnesota#2 - 0#santana (4 - 4)#16669#26 - 13
thu. 18#minnesota#5 - 3#radke (4 - 5)#26732#27 - 13
fri. 19#cincinnati#9 - 4#bonderman (4 - 3)#26933#27 - 14
sat. 20#cincinnati#7 - 6#weathers (1 - 2)#43128#28 - 14
sun. 21#cincinnati#1 - 0#harang (5 - 3)#31515#29 - 14
mon. 22#kansas city#8 - 0#affeldt (2 - 4)#9746#30 - 14
tue. 23#kansas city#8 - 5#dessens (2 - 4)#15556#31 - 14
wed. 24#kansas city#6 - 3#gobble (0 - 1)#10745#32 - 14
thu. 25#kansas city#13 - 8#dessens (2 - 5)#11488#33 - 14
fri. 26#cleveland#8 - 3#westbrook (4 - 3)#31241#34 - 14
sat. 27#cleveland#3 - 1#byrd (4 - 4)#37102#35 - 14
sun. 28#cleveland#9 - 0#rogers (7 - 3)#37908#35 - 15
mon. 29#ny yankees#4 - 0#bonderman (5 - 4)#39759#35 - 16
tue. 30#ny yankees#11 - 6#jones (0 - 2)#24765#35 - 17
wed. 31#ny yankees#6 - 1#robertson (5 - 3)#23757#35 - 18
