name#total w - l#singles w - l#doubles w - l#no of ties#first year played#no of years played
lucie ahl#3 - 0#2 - 0#1 - 0#3#2002#1
elena baltacha#28 - 14#15 - 7#13 - 7#33#2002#10
sue barker#31 - 13#15 - 8#16 - 5#27#1974#9
sarah borwell#5 - 3#0 - 0#5 - 3#8#2009#2
amanda brown#4 - 3#2 - 1#2 - 2#4#1984#1
naomi cavaday#0 - 3#0 - 3#0 - 0#3#2007#1
glynis coles#9 - 4#4 - 2#5 - 2#9#1974#3
hannah collin#1 - 2#1 - 1#0 - 1#2#2000#1
annabel croft#9 - 2#6 - 1#3 - 1#7#1985#2
karen cross#1 - 3#1 - 2#0 - 1#4#1994#2
claire curran#6 - 2#0 - 0#6 - 2#8#2006#2
jo durie#34 - 22#12 - 16#22 - 6#37#1981#14
sara gomer#11 - 4#6 - 4#5 - 0#10#1987#3
amanda grunfeld#2 - 0#0 - 0#2 - 0#2#1993#1
anne hobbs#21 - 12#4 - 5#17 - 7#26#1978#9
christine truman janes#8 - 5#6 - 3#2 - 2#9#1963#3
monique javer#7 - 3#7 - 3#0 - 0#10#1990#4
ann jones#21 - 12#10 - 7#11 - 5#18#1963#6
amanda keen#2 - 1#2 - 0#0 - 1#3#2004#1
deidre keller#6 - 2#3 - 1#3 - 1#5#1963#3
anne keothavong#18 - 19#17 - 16#1 - 3#33#2001#10
valda lake#0 - 1#0 - 0#0 - 1#1#1996#1
louise latimer#8 - 5#4 - 5#4 - 0#11#1998#4
sarah loosemore#2 - 1#2 - 1#0 - 0#3#1990#1
katie o'brien#4 - 5#3 - 3#1 - 2#8#2005#3
jane o'donoghue#4 - 7#1 - 2#3 - 5#11#2003#3
julie pullin#19 - 10#5 - 3#14 - 7#26#1994#9
jocelyn rae#2 - 0#0 - 0#2 - 0#2#2011#1
laura robson#8 - 2#3 - 1#5 - 1#9#2012#2
julie salmon#8 - 3#0 - 0#8 - 3#11#1988#2
shirli - ann siddall#0 - 2#0 - 2#0 - 0#2#1995#1
samantha smith#10 - 5#9 - 4#1 - 1#13#1996#3
melanie south#3 - 2#1 - 0#2 - 2#4#2008#2
elizabeth starkie#2 - 1#0 - 0#2 - 1#3#1966#1
michelle tyler#2 - 3#1 - 1#1 - 2#5#1976#3
rachel viollet#2 - 0#1 - 0#1 - 0#2#2002#1
virginia wade#66 - 33#36 - 20#30 - 13#57#1967#17
joanne ward#6 - 1#3 - 1#3 - 0#6#1999#2
heather watson#12 - 2#5 - 2#7 - 0#12#2011#3
joyce williams#6 - 5#1 - 2#5 - 3#9#1969#4
clare wood#34 - 18#18 - 10#16 - 8#36#1988#10
lorna woodroffe#7 - 3#0 - 0#7 - 3#10#1997#3
winnie wooldridge#15 - 9#9 - 4#6 - 5#19#1966#6
