series#episode#title#directed by#written by#original air date#us viewers (millions)
27#1#the captain#clark mathis#eric falconer#september 21 , 2011#0.891
28#2#dic pics#john fortenberry#jd ryznar#september 21 , 2011#n / a
29#3#thad 's back#clark mathis#heather flanders#september 28 , 2011#0.884
30#4#the peak#jay chandrasekhar#drew hancock#october 5 , 2011#0.871
31#5#training day#eric appel#heather flanders#october 12 , 2011#0.852
32#6#blackout#john fortenberry#kristofor brown#october 19 , 2011#0.645
33#7#superstition#jay chandrasekhar#kristofor brown#october 26 , 2011#0.884
34#8#fun facts#eric appel#jd ryznar#november 2 , 2011#0.944
35#9#the c - word#dean holland#chris romano#november 5 , 2011#n / a
36#10#one week#dean holland#ryan ridley#november 9 , 2011#n / a
