constituency#electorate#s spoilt vote#total poll (%)#for (%)#against (%)
østfold#152837#392#121498 (80)#58931 (49)#62567 (51)
akershus#217851#542#180503 (83)#102521 (57)#77982 (43)
oslo#356153#619#291654 (82)#193980 (67)#97674 (33)
hedmark#124960#519#99508 (80)#44150 (44)#55358 (56)
oppland#120082#314#94114 (79)#37550 (40)#56564 (60)
buskerud#139999#400#110387 (79)#59532 (54)#50855 (46)
vestfold#155338#247#94355 (79)#53515 (57)#40840 (43)
telemark#108485#211#84056 (78)#32284 (38)#51772 (62)
aust - agder#55276#138#40909 (74)#18659 (46)#22250 (54)
vest - agder#81707#177#64100 (79)#27510 (43)#36590 (57)
rogaland#174925#309#138601 (79)#62096 (45)#76505 (55)
hordaland#248675#511#198095 (80)#96996 (49)#101099 (51)
sogn og fjordane#67335#153#51705 (77)#15923 (31)#35782 (69)
møre og romsdal#146917#240#114709 (78)#33504 (29)#81205 (71)
sør - trøndelag#159730#248#122092 (77)#51827 (42)#70265 (58)
nord - trøndelag#77954#107#60495 (78)#19101 (32)#41394 (68)
nordland#157183#549#120979 (77)#33228 (27)#87751 (73)
troms#88174#385#66499 (76)#19820 (30)#46679 (70)
