team#outgoing manager#manner of departure#date of vacancy#replaced by#date of appointment
mke ankaragücü#roger lemerre#mutual consent#23 may 2010#ümit özat#24 may 2010
beşiktaş#mustafa denizli#retired#2 june 2010#bernd schuster#10 june 2010
fenerbahçe#christoph daum#sacked#25 june 2010#aykut kocaman#26 june 2010
manisaspor#hakan kutlu#resigned#12 september 2010#hikmet karaman#13 september 2010
eskişehirspor#rıza çalımbay#sacked#27 september 2010#bülent uygun#6 october 2010
bucaspor#bülent uygun#resigned#4 october 2010#samet aybaba#7 october 2010
galatasaray sk#frank rijkaard#mutual consent#20 october 2010#gheorghe hagi#22 october 2010
gençlerbirliği sk#thomas doll#mutual consent#21 october 2010#ralf zumdick#21 october 2010
sivasspor#mesut bakkal#sacked#23 october 2010#rıza çalımbay#24 october 2010
kasımpaşa#yılmaz vural#retired#27 december 2010#fuat çapa#27 december 2010
konyaspor#ziya doğan#resigned#14 february 2011#yılmaz vural#15 february 2011
ankaragücü#ümit özat#resigned#26 february 2011#mesut bakkal#28 february 2011
beşiktaş#bernd schuster#resigned#15 march 2011#tayfur havutçu#15 march 2011
