place#player#country#score#to par#money
1#andy north#united states#70 + 70 + 71 + 74 = 285#+ 1#45000
t2#j c snead#united states#70 + 72 + 72 + 72 = 286#+ 2#19750
t2#dave stockton#united states#71 + 73 + 70 + 72 = 286#+ 2#19750
t4#hale irwin#united states#69 + 74 + 75 + 70 = 288#+ 4#13000
t4#tom weiskopf#united states#77 + 73 + 70 + 68 = 288#+ 4#13000
t6#andy bean#united states#72 + 72 + 71 + 74 = 289#+ 5#7548
t6#billy kratzert#united states#72 + 74 + 70 + 73 = 289#+ 5#7548
t6#johnny miller#united states#78 + 69 + 68 + 74 = 289#+ 5#7548
t6#jack nicklaus#united states#73 + 69 + 74 + 73 = 289#+ 5#7548
t6#gary player#south africa#71 + 71 + 70 + 77 = 289#+ 5#7548
t6#tom watson#united states#74 + 75 + 70 + 70 = 289#+ 5#7548
