year#place#gold#silver#bronze
1966#wiesbaden#vladimir vesselov ( urs )#jogan nikitin ( urs )#john kingeter ( usa )
1967#pistoia#martin nordfors ( swe )#vladimir vesselov ( urs )#stig johansson ( swe )
1969#sandviken#martin nordfors ( swe )#valeri postoianov ( urs )#john kingeter ( usa )
1970#phoenix#goete gaard ( swe )#valeri postoianov ( urs )#martin nordfors ( swe )
1973#melbourne#alexander kediarov ( urs )#valeri postoianov ( urs )#helmut bellingrodt ( col )
1974#berne#helmut bellingrodt ( col )#valeri postoianov ( urs )#alexander gazov ( urs )
1975#munich#valeri postoianov ( urs )#helmut bellingrodt ( col )#giovanni mezzani ( ita )
1978#seoul#juha rannikko ( fin )#john mckinley gough ( gbr )#carlos rene silva monterroso ( gua )
1979#linz#tibor bodnar ( hun )#andras doleschall ( hun )#juha rannikko ( fin )
1981#mala#thomas pfeffer ( gdr )#aleksei rudnizkiy ( urs )#tibor bodnar ( hun )
1982#caracas#yuri kadenatsy ( urs )#jerzy greszkiewicz ( pol )#nikolai dedov ( urs )
1983#edmonton#igor sokolov ( urs )#tibor bodnar ( hun )#andras doleschall ( hun )
1986#suhl#sergei luzov ( urs )#jean luc tricoire ( fra )#andras doleschall ( hun )
1990#moscow#alexei poslov ( urs )#manfred kurzer ( gdr )#attila solti ( hun )
1994#milan#quingquan shu ( chn )#lubos racansky ( cze )#gennadi avramenko ( ukr )
2002#lahti#maxim stepanov ( rus )#lubos racansky ( cze )#jozsef sike ( hun )
2006#zagreb#lukasz czapla ( pol )#miroslav janus ( cze )#peter pelach ( svk )
2008#plzeå#krister holmberg ( fin )#maxim stepanov ( rus )#miroslav janus ( cze )
2008#heinola#maxim stepanov ( rus )#krister holmberg ( fin )#peter pelach ( svk )
