date#opponent#score#loss#record
july 1#athletics#7 - 6#atherton (5 - 5)#46 - 31
july 2#angels#6 - 3#clancy (6 - 9)#46 - 32
july 3#angels#4 - 0#john (4 - 7)#47 - 32
july 4#angels#6 - 3#romanick (8 - 9)#48 - 32
july 5#mariners#10 - 8#beattie (8 - 8)#49 - 32
july 6#mariners#9 - 2#langston (6 - 7)#50 - 32
july 7#mariners#8 - 4#clancy (6 - 10)#50 - 33
july 8#mariners#7 - 1#gott (5 - 3)#50 - 34
july 12#athletics#7 - 4#lamp (4 - 4)#50 - 35
july 13#athletics#6 - 3#burris (8 - 4)#51 - 35
july 14#athletics#2 - 1#caudill (8 - 2)#52 - 35
july 15#athletics#6 - 3#young (2 - 1)#53 - 35
july 16#angels#3 - 0#gott (5 - 4)#53 - 36
july 17#angels#5 - 3#acker (2 - 5)#53 - 37
july 18#angels#8 - 2#zahn (9 - 7)#54 - 37
july 19#mariners#8 - 1#vande berg (6 - 9)#55 - 37
july 20#mariners#12 - 7#mirabella (1 - 4)#56 - 37
july 21#mariners#9 - 3#lamp (4 - 5)#56 - 38
july 22#mariners#5 - 3#langston (8 - 8)#57 - 38
july 23#royals#9 - 8#jackson (6 - 2)#57 - 39
july 23#royals#7 - 2#gott (5 - 5)#57 - 40
july 24#royals#5 - 4#stieb (11 - 4)#57 - 41
july 25#royals#5 - 4 (13)#clark (0 - 1)#57 - 42
july 27#rangers#4 - 2#alexander (8 - 5)#57 - 43
july 28#rangers#5 - 4#jackson (6 - 3)#57 - 44
july 29#rangers#6 - 2#darwin (6 - 6)#58 - 44
july 30#royals#7 - 4#clancy (7 - 11)#58 - 45
july 31#royals#6 - 5#wills (1 - 2)#59 - 45
