series no#season no#title#directed by#written by#original air date#production code#us viewers (millions)
32#1#the boy with the pancakes tattoo#lake bell#ken marino & erica oyama#august 10 , 2012#411#1.64
33#2#staff dance#steve pink#jonathan stern#august 17 , 2012#409#1.73
34#3#chief 's origin#steve pink#rob corddry#august 24 , 2012#410#1.68
35#4#free day#rob schrab#ken marino & erica oyama#august 31 , 2012#401#1.57
36#5#behind the scenes#michael patrick jann#david wain#september 7 , 2012#406#n / a
37#6#the return of the young billionaire#rob schrab#rob huebel#september 14 , 2012#402#1.61
38#7#british hospital#tristram shapeero#sam bain#september 21 , 2012#408#1.44
39#8#ladies night#david wain#ken marino & erica oyama#september 28 , 2012#403#1.42
40#9#a kid walks in to a hospital#lake bell#rob corddry & jonathan stern#october 5 , 2012#412#1.35
41#10#a year in the life#david wain#david wain#october 19 , 2012#404#1.55
42#11#attention staff#ken marino#rob corddry#october 26 , 2012#413#1.45
43#12#childrens lawspital#ken marino#jason mantzoukas#november 2 , 2012#414#1.68
44#13#wisedocs#michael patrick jann#rob corddry#november 9 , 2012#407#n / a
