series#season#title#directed by#written by#original canadian air date#fox int channels air date
1#1#i'm an adult now#clement virgo#michael amo#june 3 , 2009#march 3 , 2009
2#2#emotional rescue#ken girotti#russ cochrane#june 4 , 2009#march 10 , 2009
3#3#a voice in the dark#clement virgo#michael amo#june 11 , 2009#march 17 , 2009
4#4#some kind of love#clement virgo#larry lalonde , phil bedard#june 18 , 2009#march 24 , 2009
5#5#lisa says#kari skogland#dennis heaton#july 2 , 2009#march 31 , 2009
6#6#foggy notion#clement virgo#jeremy boxen#july 9 , 2009#april 7 , 2009
7#7#iris#stephen surjik#michael amo#july 16 , 2009#april 14 , 2009
10#8#one way or another#stephen surjik#dennis heaton#july 23 , 2009#april 21 , 2009
9#9#inside the man#clement virgo#michael amo#july 30 , 2009#april 28 , 2009
10#10#missing#tj scott#avrum jacobson#august 6 , 2009#may 5 , 2009
11#11#beginning to see the light#clement virgo#avrum jacobson story by : travis mcdonald#august 13 , 2009#may 12 , 2009
12#12#the 13th juror / my sister 's keeper#kari skogland#ross cochrane#august 20 , 2009#may 19 , 2009
