no#p#name#country#age#loan club#started#ended#start source#end source
4#mf#michael doyle#ire#28#coventry city#6 aug#8 may#leeds united#bbc sport
30#gk#frank fielding#eng#21#blackburn rovers#29 sep#26 oct#leeds united#leeds united
15#fw#sam vokes#wal eng#20#wolverhampton wanderers#19 oct#1 jan#leeds united#leeds united
28#mf#max gradel#civ#22#leicester city#19 oct#19 jan#leeds united#leeds united
35#mf#hogan ephraim#eng#21#queens park rangers#26 nov#1 jan#leeds united#qpr
36#gk#david martin#eng#24#liverpool#26 nov#10 feb#leeds united#sky sports
30#df#tony capaldi#nir nor#28#cardiff city#26 nov#4 jan#leeds united#leeds united
15#fw#gary mcsheffrey#eng#27#birmingham city#29 jan#8 may#leeds united#bbc sport
21#df#shane lowry#aus#20#aston villa#29 jan#8 may#leeds united#bbc sport
33#df#neill collins#sco#26#preston north end#23 mar#8 may#bbc sport#bbc sport
