date#visitor#score#home#attendance#record#points
january 2#pittsburgh#4 - 8#minnesota#5067#9 - 22 - 5#23
january 3#pittsburgh#1 - 6#buffalo#15858#9 - 23 - 5#23
january 5#buffalo#2 - 5#pittsburgh#9992#10 - 23 - 5#25
january 9#toronto#6 - 4#pittsburgh#8186#10 - 24 - 5#25
january 12#buffalo#2 - 5#pittsburgh#10493#11 - 24 - 5#27
january 13#boston#5 - 3#pittsburgh#10509#11 - 25 - 5#27
january 16#los angeles#2 - 0#pittsburgh#7498#11 - 26 - 5#27
january 18#pittsburgh#6 - 2#vancouver#15570#12 - 26 - 5#29
january 20#pittsburgh#5 - 3#philadelphia#17007#13 - 26 - 5#31
january 23#st louis#1 - 4#pittsburgh#13324#14 - 26 - 5#33
january 26#los angeles#2 - 0#pittsburgh#12317#14 - 27 - 5#33
january 27#pittsburgh#5 - 6#detroit#13735#14 - 28 - 5#33
january 30#ny rangers#4 - 2#pittsburgh#9928#14 - 29 - 5#33
