series#season#title#director#writer (s)#airdate
157#1#target#andrew v mclaglen#john meston#september 5 , 1959
158#2#kitty 's injury#buzz kulik#john meston#september 19 , 1959
159#3#horse deal#andrew v mclaglen#john meston#september 26 , 1959
161#5#kangaroo#jesse hibbs#john meston#october 10 , 1959
163#7#annie oakley#jesse hibbs#john meston#october 24 , 1959
164#8#saludos#andrew v mclaglen#john meston#october 31 , 1959
166#10#the boots#jesse hibbs#john meston#november 14 , 1959
167#11#odd man out#andrew v mclaglen#john meston#november 21 , 1959
169#13#box o' rocks#rg springsteen#les crutchfield#december 5 , 1959
171#15#tag , you 're it#jesse hibbs#les crutchfield#december 19 , 1959
175#19#till death do us#jean yarbrough#les crutchfield#january 16 , 1960
177#21#hinka do#andrew v mclaglen#john meston#january 30 , 1960
178#22#doc judge#arthur hiller#john meston#february 6 , 1960
180#24#kitty 's killing#arthur hiller#john meston#february 20 , 1960
181#25#jailbait janet#jesse hibbs#les crutchfield#february 27 , 1960
183#27#where'd they go#jesse hibbs#john meston#march 12 , 1960
184#28#crowbait bob#andrew v mclaglen#les crutchfield#march 26 , 1960
186#30#the ex - urbanites#andrew v mclaglen#john meston#april 9 , 1960
187#31#i thee wed#jesse hibbs#john meston#april 16 , 1960
188#32#the lady killer#andrew v mclaglen#john meston#april 23 , 1960
189#33#gentleman 's disagreement#jesse hibbs#les crutchfield#april 30 , 1960
190#34#speak me fair#andrew v mclaglen#les crutchfield#may 7 , 1960
191#35#belle 's back#jesse hibbs#les crutchfield#may 14 , 1960
192#36#the bobsy twins#jesse hibbs#john meston#may 21 , 1960
