place#player#country#score#to par#money
1#ian baker - finch#australia#71 + 71 + 64 + 66 = 272#- 8#90000
2#mike harwood#australia#68 + 70 + 69 + 67 = 274#- 6#70000
t3#fred couples#united states#72 + 69 + 70 + 64 = 275#- 5#55000
t3#mark o'meara#united states#71 + 68 + 67 + 69 = 275#- 5#55000
t5#eamonn darcy#ireland#73 + 68 + 66 + 70 = 277#- 3#34167
t5#jodie mudd#united states#72 + 70 + 72 + 63 = 277#- 3#34167
t5#bob tway#united states#75 + 66 + 70 + 66 = 277#- 3#34167
8#craig parry#australia#71 + 70 + 69 + 68 = 278#- 2#27500
t9#seve ballesteros#spain#66 + 73 + 69 + 71 = 279#- 1#22833
t9#bernhard langer#germany#71 + 71 + 70 + 67 = 279#- 1#22833
t9#greg norman#australia#74 + 68 + 71 + 66 = 279#- 1#22833
