episode#contest#original airdate#challengers (female)#challengers (male)#events
1#behind the scenes special#5 august 1995#n / a#n / a#n / a
2#ashes heat 1#12 august 1995#kerryn sampey (uk) vs kerry warman (aus)#phil campbell (uk) vs david wallis (aus)#pyramid , hang tough , wall , suspension bridge
3#ashes heat 2#19 august 1995#euince huthart (uk) vs nellie baker (aus)#matt beeke (uk) vs andrew halliday (aus)#powerball , duel , gauntlet , wall
4#ashes final#26 august 1995#eunice huthart (uk) vs kerryn sampey (uk)#andrew halliday (aus) vs dave wallis (aus)#gauntlet , duel , pyramid , hang tough
5#heat 1#2 september 1995#kathy mcmorrow vs claire sudran#scott brewer vs jonathan#powerball , swingshot , whiplash , pyramid
6#heat 2#9 september 1995#leanne hickey vs bernadinne wilde#tommy le vs rowan#hang tough , powerball , pursuit , wall
7#heat 3#16 september 1995#kim foley vs charity crosby#kris lacey vs kane#powerball , duel , pyramid , tilt 1
9#heat 5#30 september 1995#lourene bevaart vs rhonda broughton#martin vs dominic#pyramid , hit & run , duel , swingshot
10#heat 6#7 october 1995#melanie walters vs karen trent#mark labourie 2 vs joe lukowski#gauntlet , duel , pursuit , hang tough
11#heat 7#14 october 1995#nicole singleton vs tamsin#steve vs russell#suspension bridge , pyramid , atlasphere , whiplash
12#heat 8#21 october 1995#sandra nori vs belinda panizza#shane saltmarsh vs matthew dugard#gauntlet , swingshot , pursuit 3 , hang tough
13#quarter final 1#28 october 1995#kathy mcmorrow & kim knott#shane saltmarsh & neil campbell#suspension bridge , powerball , wall , swingshot
14#quarter final 2#4 november 1995#charity crosby vs sandra nori / claire sudran 4#dominic vs scott brewer#hang tough , pyramid , pursuit , duel
15#quarter final 3#11 november 1995#lourene bevaart vs nicole singleton#tommy le vs joe lukowski#gauntlet , pursuit , pyramid , hit & run
16#quarter final 4#18 november 1995#leanne hickey vs karen trent#kris lacey vs steve#duel , hang tough , atlasphere , wall
17#semi final 1#25 november 1995#lourene bevaart vs karen trent#joe lukowski vs scott brewer#wall , gauntlet , swingshot , hit & run
18#semi final 2#2 december 1995#kathy mcmorrow vs charity crossby#kris lacey vs shane saltmarsh#powerball , hang tough , suspension bridge , wall
19#final#9 december 1995#lourene bevaart vs kathy mcmorrow#shane saltmarsh vs joe lukowski#gauntlet , swingshot , duel , pyramid
27#sports athletes 1#13 april 1996#karla gilbert vs emma george#chris fydler vs peter winters#wall , whiplash , swingshot , duel
28#sports athletes 2#20 april 1996#shelley oates vs nikki andronicos#guy andrews vs sean carlan#pyramid , atlasphere , hang tough , suspension bridge
