date#opponent#score#loss#attendance#record
august 1#braves#9 - 0#james#32238#61 - 49
august 2#braves#4 - 2#morton (2 - 5)#42096#62 - 49
august 3#braves#5 - 0#sheets (10 - 5)#21997#62 - 50
august 4#reds#6 - 3#parra (9 - 5)#24706#62 - 51
august 5#reds#8 - 1#volquez (13 - 5)#24739#63 - 51
august 6#reds#6 - 3#bailey (0 - 6)#26602#64 - 51
august 8#nationals#5 - 0#balester (2 - 4)#43209#65 - 51
august 9#nationals#6 - 0#redding (8 - 7)#42974#66 - 51
august 10#nationals#5 - 4#ayala (1 - 8)#42423#67 - 51
august 11#nationals#7 - 1#mock (0 - 3)#42196#68 - 51
august 12#padres#5 - 2#baek (4 - 6)#28373#69 - 51
august 13#padres#7 - 1#banks (3 - 5)#32771#70 - 51
august 14#padres#3 - 2#sheets (11 - 6)#30145#70 - 52
august 15#dodgers#5 - 3#parra (9 - 6)#44547#70 - 53
august 16#dodgers#4 - 3 (10)#broxton (3 - 4)#52889#71 - 53
august 17#dodgers#7 - 5#villanueva (4 - 6)#45267#71 - 54
august 18#astros#9 - 3#wolf (8 - 11)#41991#72 - 54
august 19#astros#5 - 2#sheets (11 - 7)#41622#72 - 55
august 20#astros#5 - 2#rodrã­guez (7 - 6)#41419#73 - 55
august 22#pirates#10 - 4#duke (4 - 12)#41637#74 - 55
august 23#pirates#6 - 3#gorzelanny (6 - 8)#43293#75 - 55
august 24#pirates#4 - 3 (12)#davis (1 - 4)#45163#76 - 55
august 26#cardinals#12 - 0#wellemeyer (11 - 5)#41121#77 - 55
august 27#cardinals#5 - 3#riske (1 - 2)#41433#77 - 56
august 29#pirates#3 - 1#gorzelanny (6 - 9)#18086#78 - 56
august 30#pirates#11 - 3#maholm (8 - 8)#21931#79 - 56
august 31#pirates#7 - 0#karstens (2 - 4)#21293#80 - 56
