date#visitor#score#home#leading scorer#attendance#record#streak
november 2#portland trail blazers#l 93 - 113#new orleans hornets#roy : 23#new orleans arena 9817#0 - 2#l2
november 3#portland trail blazers#l 80 - 89#houston rockets#roy : 23#toyota center 18232#0 - 3#l3
november 7#new orleans#w 90 - 93#portland trail blazers#west : 34#rose garden 19980#1 - 3#w1
november 9#memphis grizzlies#w 98 - 110#portland trail blazers#gay : 31#rose garden 18112#2 - 3#w2
november 10#dallas mavericks#w 82 - 91#portland trail blazers#roy : 32#rose garden 19255#3 - 3#w3
november 13#detroit pistons#w 94 - 102#portland trail blazers#aldridge : 22#rose garden 19980#4 - 3#w4
november 14#portland trail blazers#l 93 - 110#denver nuggets#anthony : 25#pepsi center 13289#4 - 4#l1
november 16#portland trail blazers#l 88 - 92#philadelphia 76ers#roy : 25 aldridge : 25#wachovia center 11483#4 - 5#l2
november 17#portland trail blazers#l 90 - 109#washington wizards#jamison : 30#verizon center 20173#4 - 6#l3
november 19#portland trail blazers#l 92 - 101#charlotte bobcats#wallace : 27#charlotte bobcats arena 10612#4 - 7#l4
november 21#new jersey nets#l 106 - 101#portland trail blazers#jefferson : 30#rose garden 18423#4 - 8#l5
november 23#sacramento kings#w 84 - 87#portland trail blazers#aldridge : 28#rose garden 19980#5 - 8#w1
november 26#orlando magic#l 85 - 74#portland trail blazers#turkoglu : 21#rose garden 15922#5 - 9#l1
november 28#indiana pacers#l 95 - 89#portland trail blazers#outlaw : 26#rose garden 16168#5 - 10#l2
november 30#portland trail blazers#l 80 - 91#dallas mavericks#howard : 23#american airlines center 20301#5 - 11#l3
