date#country#name#award#notes
13 aug 2007#eng#g s roberts#team of the week#source
20 aug 2007#eng#woodards#team of the week#source
10 sep 2007#ger#bopp#team of the week#source
24 sep 2007#eng#williams#team of the week#source
1 oct 2007#eng#jones#team of the week#source
22 oct 2007#eng#lowe#team of the week#source
5 nov 2007#eng#moore#team of the week#source
19 nov 2007#eng#woodards#team of the week (2)#source
10 dec 2007#eng#woodards#team of the week (3)#source
28 jan 2008#eng#williams#team of the week (2)#source
3 mar 2008#eng#williams#team of the week (3)#source
17 mar 2008#eng#o'connor#team of the week#source
