conference#of bids#record#win %#round of 32#sweet sixteen#elite eight#final four#championship game
pacific - 10#5#9 - 4#692#3#3#2#1#1
atlantic coast#4#7 - 4#636#4#2#2#1#-
southeastern#4#6 - 4#600#4#3#2#-#-
atlantic 10#3#3 - 3#500#3#1#-#-#-
big east#3#2 - 3#400#2#1#-#-#-
big ten#3#1 - 3#250#2#1#-#-#-
southwest#3#1 - 3#250#2#1#-#-#-
gateway#2#5 - 2#714#2#1#1#1#-
sun belt#2#4 - 2#667#1#1#1#1#1
big west#2#1 - 2#333#1#-#-#-#-
big eight#2#0 - 2#-#-#-#-#-#-
big sky#1#1 - 1#500#1#-#-#-#-
great midwest#1#1 - 1#500#1#-#-#-#-
independent#1#1 - 1#500#1#1#-#-#-
mid - american#1#1 - 1#500#1#-#-#-#-
north star#1#1 - 1#500#1#-#-#-#-
southland#1#1 - 1#500#1#1#-#-#-
west coast#1#1 - 1#500#1#-#-#-#-
western athletic#1#1 - 1#500#1#-#-#-#-
