model#built#quantity#seats#length#engine
pg - 2501#1939 - 1940#8#25#ft1in (m)#gmc 248 6 cyl gas
pg - 2502#1939 - 1940#66#25#ft1in (m)#gmc 308 6 cyl gas
pg - 2503#1941#4#25#ft1in (m)#gmc 248 6 cyl gas
pg - 2504#1940 - 1941#70#25#ft1in (m)#gmc 308 6 cyl gas
pg - 2505#1941 - 1942#118#25#ft1in (m)#gmc 308 6 cyl gas
pg - 2901#1939 - 1940#50#29#ft0in (m)#gmc 426 6 cyl gas
pd - 2901#1939 - 1940#16#29#ft0in (m)#gmc 4 - 71 4 cyl diesel
pg - 2902#1940 - 1941#56#29#ft0in (m)#gmc 426 6 cyl gas
pd - 2902#1941 - 1942#249#29#ft0in (m)#gmc 4 - 71 4 cyl diesel
pg - 2903#1941 - 1942#304#29#ft0in (m)#gmc 426 6 cyl gas
pd - 3301#1942#115#33#ft0in (m)#gmc 4 - 71 4 cyl diesel
pg - 3301#1942 - 1943#49#33#ft0in (m)#gmc 477 6 cyl gas
pd - 3701#1940 - 1941#59#37#ft0in (m)#gmc 6 - 71 6 cyl diesel
pdg - 3701#1940 - 1941#240#37#ft0in (m)#gmc 6 - 71 6 cyl diesel
pg - 3701#1940 - 1941#70#37#ft0in (m)#gmc 707 6 cyl gas
pgg - 3701#1940 - 1941#91#37#ft0in (m)#gmc 707 6 cyl gas
pda - 3701#1942 - 1943#185#37#ft0in (m)#gmc 4 - 71 4 cyl diesel
pga - 3701#1942 - 1943#51#37#ft0in (m)#gmc 477 6 cyl gas
pdg - 4101#1940 - 1941#224#41#ft0in (m)#gmc 6 - 71 6 cyl diesel
pgg - 4101#1940 - 1941#35#41#ft0in (m)#gmc 707 6 cyl gas
