district#incumbent#party#first elected#results#candidates
ohio 1#steve chabot#republican#1994#re - elected#steve chabot (r) 54% john cranley (d) 45%
ohio 3#tony p hall#democratic#1978#re - elected#tony p hall (d) 83%
ohio 4#michael g oxley#republican#1981#re - elected#michael g oxley (r) 68% daniel dickman (d) 30%
ohio 5#paul e gillmor#republican#1988#re - elected#paul e gillmor (r) 70% dannie edmon (d) 26%
ohio 6#ted strickland#democratic#1992#re - elected#ted strickland (d) 58% mike azinger (r) 41%
ohio 7#david l hobson#republican#1990#re - elected#david l hobson (r) 68% donald minor (d) 25%
ohio 8#john a boehner#republican#1990#re - elected#john a boehner (r) 71% john parks (d) 27%
ohio 9#marcia c kaptur#democratic#1982#re - elected#marcia c kaptur (d) 75% dwight bryan (r) 23%
ohio 10#dennis j kucinich#democratic#1996#re - elected#dennis j kucinich (d) 76% bill smith (r) 23%
ohio 11#stephanie tubbs jones#democratic#1998#re - elected#stephanie tubbs jones (d) 86% james sykora (r) 12%
ohio 12#john kasich#republican#1982#retired republican hold#pat tiberi (r) 53% maryellen o 'shaughnessy (d) 44%
ohio 13#sherrod brown#democratic#1992#re - elected#sherrod brown (d) 65% rick jeric (r) 33%
ohio 14#tom sawyer#democratic#1986#re - elected#tom sawyer (d) 65% rick wood (r) 32%
ohio 15#deborah d pryce#republican#1992#re - elected#deborah d pryce (r) 68% bill buckel (d) 28%
ohio 16#ralph s regula#republican#1972#re - elected#ralph s regula (r) 70% william smith (d) 27%
ohio 17#james traficant#democratic#1984#re - elected#james traficant (d) 50% paul alberty (r) 23%
