milepost#name of the tunnel#length#maximum height#minimum height
53.1#bluff mountain tunnel#feet (m)#feet 1inch (m)#feet 7inches (m)
333.4#little switzerland tunnel#feet (m)#feet 8inches (m)#feet 4inches (m)
336.4#wild acres tunnel#feet (m)#feet 10inches (m)#feet 1inch (m)
344.6#twin tunnel 1 north#feet (m)#feet (m)#feet (m)
344.7#twin tunnel 2 south#feet (m)#feet 7inches (m)#feet 7inches (m)
349.0#rough ridge tunnel#feet (m)#feet 6inches (m)#feet 9inches (m)
364.4#craggy pinnacle tunnel#feet (m)#feet 9inches (m)#feet 1inch (m)
365.6#craggy flats tunnel#feet (m)#feet 5inches (m)#feet 1inch (m)
374.4#tanbark ridge tunnel#feet (m)#feet 5inches (m)#feet 1inch (m)
397.1#grassy knob tunnel#feet (m)#feet 2inches (m)#feet 7inches (m)
399.3#pine mountain tunnel#feet (m)#feet 3inches (m)#feet 2inches (m)
400.9#ferrin knob tunnel 1#feet (m)#feet 6inches (m)#feet 2inches (m)
401.3#ferrin knob tunnel 2#feet (m)#feet 2inches (m)#feet (m)
401.5#ferrin knob tunnel 3#feet (m)#feet 5inches (m)#feet 9inches (m)
403.0#young pisgah ridge tunnel#feet (m)#feet 8inches (m)#feet 6inches (m)
403.9#fort mountain tunnel#feet (m)#feet 2inches (m)#feet 6inches (m)
406.9#little pisgah tunnel#feet (m)#feet 5inches (m)#feet 10inches (m)
407.4#buck springs tunnel#feet (m)#feet 2inches (m)#feet 8inches (m)
410.1#frying pan tunnel#feet (m)#feet 9inches (m)#feet 8inches (m)
422.1#devil 's courthouse tunnel#feet (m)#feet (m)#feet 2inches (m)
439.7#pinnacle ridge#feet (m)#feet 1inch (m)#feet 10inches (m)
458.8#lickstone ridge tunnel#feet (m)#feet 1inch (m)#feet 1inch (m)
459.3#bunches bald tunnel#feet (m)#feet 4inches (m)#feet 6inches (m)
461.2#big witch tunnel#feet (m)#feet 1inch (m)#feet 3inches (m)
465.6#rattlesnake mountain tunnel#feet (m)#feet 6inches (m)#feet 5inches (m)
466.3#sherril cove no. 6 tunnel#feet (m)#feet 7inches (m)#feet 4inches (m)
