date#opponent#score#result#record
may 18#connecticut#63 - 77#loss#0 - 1
may 22#washington#79 - 60#win#1 - 1
may 25#detroit#62 - 72#loss#1 - 2
may 30#connecticut#84 - 89#loss#1 - 3
june 3#seattle#77 - 63#win#2 - 3
june 6#houston#81 - 73#win#3 - 3
june 8#sacramento#63 - 70#loss#3 - 4
june 11#atlanta#81 - 77#win#4 - 4
june 14#minnesota#77 - 76#win#5 - 4
june 18#indiana#69 - 83#loss#5 - 5
june 22#phoenix#105 - 72#win#6 - 5
june 24#minnesota#69 - 91#loss#6 - 6
june 26#indiana#102 - 96 (3ot)#win#7 - 6
june 28#sacramento#78 - 82#loss#7 - 7
july 1#los angeles#89 - 78#win#8 - 7
july 3#seattle#71 - 84#loss#8 - 8
july 5#phoenix#93 - 83#win#9 - 8
july 8#san antonio#79 - 83#loss#9 - 9
july 12#detroit#74 - 64#win#10 - 9
july 15#connecticut#77 - 71#win#11 - 9
july 17#washington#77 - 56#win#12 - 9
july 19#indiana#55 - 71#loss#12 - 10
july 23#washington#80 - 73#win#13 - 10
july 25#los angeles#69 - 68#win#14 - 10
july 27#atlanta#86 - 76#win#15 - 10
august 28#chicago#60 - 69#loss#15 - 11
august 29#detroit#69 - 83#loss#15 - 12
september 2#houston#90 - 87 (ot)#win#16 - 12
september 5#atlanta#82 - 71#win#17 - 12
september 7#chicago#69 - 61#win#18 - 12
september 9#san antonio#76 - 82#loss#18 - 13
september 11#indiana#59 - 74#loss#18 - 14
september 12#chicago#69 - 62#win#19 - 14
september 14#detroit#59 - 61#loss#19 - 15
