season#skip#third#second#lead
1984 - 85#kevin martin#richard feeney#dan petryk#michael berger
1985 - 86#kevin martin#richard feeney#dan petryk#michael berger
1990 - 91#kevin martin#kevin park#dan petryk#don bartlett
1991 - 92#kevin martin#kevin park#dan petryk#don bartlett
1993 - 94#kevin martin#kevin park#ken tralnberg#don bartlett
1994 - 95#kevin martin#kevin park#james pahl#don bartlett
1995 - 96#kevin martin#don walchuk#shawn broda#don bartlett
1996 - 97#kevin martin#don walchuk#rudy ramcharan#don bartlett
1997 - 98#kevin martin#don walchuk#rudy ramcharan#don bartlett
1998 - 99#kevin martin#don walchuk#rudy ramcharan#don bartlett
1999 - 00#kevin martin#don walchuk#carter rycroft#don bartlett
2000 - 01#kevin martin#don walchuk#carter rycroft#don bartlett
2001 - 02#kevin martin#don walchuk#carter rycroft#don bartlett
2002 - 03#kevin martin#don walchuk#carter rycroft#don bartlett
2003 - 04#kevin martin#don walchuk#carter rycroft#don bartlett
2004 - 05#kevin martin#don walchuk#carter rycroft#don bartlett
2005 - 06#kevin martin#don walchuk#carter rycroft#don bartlett
2006 - 07#kevin martin#john morris#marc kennedy#ben hebert
2007 - 08#kevin martin#john morris#marc kennedy#ben hebert
2008 - 09#kevin martin#john morris#marc kennedy#ben hebert
2009 - 10#kevin martin#john morris#marc kennedy#ben hebert
2010 - 11#kevin martin#john morris#marc kennedy#ben hebert
2011 - 12#kevin martin#john morris#marc kennedy#ben hebert
2012 - 13#kevin martin#john morris#marc kennedy#ben hebert
2013 - 14#kevin martin#david nedohin#marc kennedy#ben hebert
