edition#round#date#partner#surface#opponents#result
1983 world group i#po#july 19 , 1983#marina kondova#clay#angela longo lindsay standen#6 - 4 , 6 - 2
1983 world group i#po#july 21 , 1983#adriana velcheva#clay#svetlana cherneva larisa savchenko#4 - 6 , 3 - 6
1984 world group i#r1#july 15 , 1984#katerina maleeva#clay#amanda brown anne hobbs#7 - 6 , 7 - 5
1984 world group i#r2#july 16 , 1984#katerina maleeva#clay#elena eliseenko larisa savchenko#7 - 5 , 5 - 7 , 1 - 6
1984 world group i#qf#july 18 , 1984#katerina maleeva#clay#sabrina goleš mima jaušovec#3 - 6 , 1 - 6
1985 world group i#r1#october 6 , 1985#katerina maleeva#hard#natalia egorova svetlana cherneva#6 - 3 , 7 - 5
1985 world group i#r2#october 8 , 1985#katerina maleeva#hard#sabrina goleš aila winkler#6 - 4 , 7 - 6 (9 - 7)
1985 world group i#qf#october 10 , 1985#katerina maleeva#hard#jo durie anne hobbs#4 - 5 , ret
1985 world group i#sf#october 12 , 1985#katerina maleeva#hard#hana mandlíková helena suková#3 - 6 , 6 - 7 (4 - 7)
1986 world group i#r1#july 20 , 1986#katerina maleeva#clay#svetlana cherneva larisa savchenko#6 - 1 , 4 - 6 , 1 - 6
1986 world group i#qf#july 23 , 1986#katerina maleeva#clay#bettina bunge claudia kohde - kilsch#4 - 6 , 2 - 6
1989 world group i#r1#october 1 , 1989#katerina maleeva#hard#kim il - soon lee jeong - myung#7 - 5 , 6 - 0
1989 world group i#r2#october 3 , 1989#katerina maleeva#hard#florencia labat mercedes paz#6 - 1 , 3 - 6 , 6 - 1
1989 world group i#qf#october 5 , 1989#katerina maleeva#hard#elizabeth smylie janine tremelling#7 - 5 , 4 - 6 , 0 - 6
↓representing ↓#↓representing ↓#↓representing ↓#↓representing ↓#↓representing ↓#↓representing ↓#↓representing ↓
1991 world group i#r2#july 24 , 1991#cathy caverzasio#hard#li fang yi jing - qian#1 - 3 , ret
1991 world group i#qf#july 25 , 1991#cathy caverzasio#hard#jana novotná regina rajchrtová#6 - 4 , 2 - 1 , ret
1992 world group i#r1#july 14 , 1992#michelle strebel#clay#maria lindström maria strandlund#4 - 6 , 7 - 5 , 4 - 6
