celestial stem#chinese mandarin pinyin#cantonese jyutping#wuu wuupin#japanese kunyomi#japanese on'yomi#korean ( rr )#manchu ( möllendorff )#vietnamese#yin and yang ( 陰陽 )#wu xing ( 五行 )#wu xing correlations
甲#jiǎ#gaap3#ciaeh43#kinoe#kō#갑 (gap)#ᠨᡳᠣᠸᠠᠩᡤᡳᠶᠠᠨ (niowanggiyan)#giáp#陽 (yang)#木 ( wood )#東 east
乙#yǐ#jyut6#ieh43#kinoto#otsu#을 (eul)#ᠨᡳᠣᡥᠣᠨ (niohon)#ất#陰 (yin)#木 ( wood )#東 east
丙#bǐng#bing2#pin51#hinoe#hei#병 (byeong)#ᡶᡠᠯᡤᡳᠶᠠᠨ (fulgiyan)#bính#陽 (yang)#火 ( fire )#南 south
丁#dīng#ding1#ting44#hinoto#tei#정 (jeong)#ᡶᡠᠯᠠᡥᡡᠨ (fulahūn)#đinh#陰 (yin)#火 ( fire )#南 south
戊#wù#mou6#vu231#tsuchinoe#bo#무 (mu)#ᠰᡠᠸᠠᠶᠠᠨ (suwayan)#mậu#陽 (yang)#土 ( earth )#中 middle
己#jǐ#gei2#ci51#tsuchinoto#ki#기 (gi)#ᠰᠣᡥᠣᠨ (sohon)#kỷ#陰 (yin)#土 ( earth )#中 middle
庚#gēng#gang1#keng44#kanoe#kō#경 (gyeong)#ᡧᠠᠨᠶᠠᠨ (šanyan)#canh#陽 (yang)#金 ( metal )#西 west
辛#xīn#san1#sin44#kanoto#shin#신 (sin)#ᡧᠠᡥᡡᠨ (šahūn)#tn#陰 (yin)#金 ( metal )#西 west
壬#rén#jam4#nyin223#mizunoe#jin#임 (im)#ᠰᠠᡥᠠᠯᡳᠶᠠᠨ (sahaliyan)#nhm#陽 (yang)#水 ( water )#北 north
癸#guǐ#gwai3#kue51#mizunoto#ki#계 (gye)#ᠰᠠᡥᠠᡥᡡᠨ (sahahūn)#quý#陰 (yin)#水 ( water )#北 north
