date#venue#opponents#score#comp#attendance
2005 - 04 - 11#stadion#häcken#2 - 1#allsvenskan#12 823
2005 - 04 - 19#örjans vall#halmstad#1 - 3#allsvenskan#7 038
2005 - 04 - 25#stadion#öis#2 - 2#allsvenskan#10 507
2005 - 05 - 02#borås arena#elfsborg#2 - 1#allsvenskan#8 933
2005 - 05 - 09#stadion#gefle#3 - 1#allsvenskan#10 310
2005 - 05 - 18#söderstadion#hammarby#1 - 2#allsvenskan#15 322
2005 - 05 - 23#stadion#assyriska#3 - 1#allsvenskan#12 114
2005 - 05 - 29#fredriksskans#kalmar#2 - 0#allsvenskan#7 185
2005 - 06 - 13#råsunda#göteborg#0 - 0#allsvenskan#16 771
2005 - 06 - 16#malmö stadion#malmö#3 - 1#allsvenskan#20 135
2005 - 06 - 20#råsunda#helsingborg#5 - 2#allsvenskan#13 907
2005 - 06 - 27#landskrona ip#landskrona#2 - 0#allsvenskan#5 257
2005 - 07 - 11#idrottsparken#sundsvall#1 - 1#allsvenskan#7 741
2005 - 07 - 18#stadion#sundsvall#4 - 0#allsvenskan#12 878
2005 - 07 - 27#stadion#landskrona#0 - 1#allsvenskan#12 340
2005 - 08 - 01#olympia#helsingborg#0 - 2#allsvenskan#16 000
2005 - 08 - 04#råsunda#hammarby#2 - 2#allsvenskan#27 108
2005 - 08 - 14#strömvallen#gefle#3 - 1#allsvenskan#7 198
2005 - 08 - 21#stadion#kalmar#3 - 1#allsvenskan#12 912
2005 - 08 - 28#stadion#assyriska#2 - 0#allsvenskan#5 755
2005 - 09 - 12#stadion#malmö#2 - 0#allsvenskan#14 181
2005 - 09 - 19#ullevi#göteborg#3 - 1#allsvenskan#25 438
2005 - 09 - 25#rambergsvallen#häcken#0 - 1#allsvenskan#3 177
2005 - 10 - 03#stadion#halmstad#6 - 1#allsvenskan#13 022
2005 - 10 - 17#gamla ullevi#öis#0 - 0#allsvenskan#9 293
2005 - 10 - 23#stadion#elfsborg#8 - 1#allsvenskan#14 102
