date#venue#opposition#att#result#goals
3 april 1909#crystal palace#scotland#40000#(w) 2 - 0#0
29 may 1909#budapest#hungary#10000#(w) 4 - 2#1
31 may 1909#budapest#scotland#13000#(w) 8 - 2#2
12 february 1910#belfast#ireland#25000#(d) 1 - 1#1
14 march 1910#cardiff#wales#20000#(w) 1 - 0#0
11 february 1911#derby#ireland#20000#(w) 2 - 1#0
13 march 1911#millwall#wales#22000#(w) 3 - 0#0
10 february 1912#dublin#ireland#15000#(w) 6 - 1#3
17 march 1913#bristol#wales#8000#(w) 4 - 3#1
5 april 1913#chelsea#scotland#52500#(w) 1 - 0#0
4 april 1914#glasgow#scotland#127307#(l) 1 - 3#1
