date#time#round#opponent#ground#score
19 august 2007#20:45 cet#final#roma#home#0 - 1
26 august 2007#15:00 cet#01#udinese#home#1 - 1
1 september 2007#20:30 cet#02#empoli#away#2 - 0
16 september 2007#15:00 cet#03#catania#home#2 - 0
19 september 2007#20:45 cet#group stage#fenerbahçe#away#0 - 1
23 september 2007#15:00 cet#04#livorno#away#2 - 2
26 september 2007#20:30 cet#05#sampdoria#home#3 - 0
30 september 2007#15:00 cet#06#roma#away#4 - 1
2 october 2007#20:45 cet#group stage#psv#home#2 - 0
6 october 2007#20:30 cet#07#napoli#home#2 - 1
20 october 2007#21:30 cet#08#reggina#away#1 - 0
23 october 2007#20:45 cet#group stage#cska moscow#away#2 - 1
28 october 2007#15:00 cet#09#palermo#away#0 - 0
31 october 2007#20:30 cet#10#genoa#home#4 - 1
4 november 2007#15:00 cet#11#juventus#away#1 - 1
7 november 2007#20:45 cet#group stage#cska moscow#home#4 - 2
25 november 2007#15:00 cet#13#atalanta#home#2 - 1
27 november 2007#20:45 cet#group stage#fenerbahçe#home#3 - 0
2 december 2007#15:00 cet#14#fiorentina#away#2 - 0
5 december 2007#15:00 cet#12#lazio#home#3 - 0
9 december 2007#15:00 cet#15#torino#home#4 - 0
12 december 2007#20:45 cet#group stage#psv#away#1 - 0
16 december 2007#15:00 cet#16#cagliari#away#2 - 0
19 december 2007#20:30 cet#last 16#reggina#away#4 - 1
23 december 2007#15:00 cet#17#milan#home#2 - 1
13 january 2008#15:00 cet#18#siena#away#3 - 2
16 january 2008#20:30 cet#last 16#reggina#home#3 - 0
20 january 2008#20:30 cet#19#parma#home#3 - 2
23 january 2008#21:00 cet#quarterfinal#juventus#home#2 - 2
27 january 2008#15:00 cet#20#udinese#away#0 - 0
30 january 2008#20:00 cet#quarterfinal#juventus#away#3 - 2
3 february 2008#15:00 cet#21#empoli#home#1 - 0
10 february 2008#20:30 cet#22#catania#away#2 - 0
17 february 2008#17:00 cet#23#livorno#home#2 - 0
19 february 2008#20:45 cet#last 16#liverpool#away#0 - 2
24 february 2008#15:00 cet#24#sampdoria#away#1 - 1
27 february 2008#20:30 cet#25#roma#home#1 - 1
2 march 2008#20:30 cet#26#napoli#away#0 - 1
8 march 2008#18:00 cet#27#reggina#home#2 - 0
11 march 2008#20:45 cet#last 16#liverpool#home#0 - 1
16 march 2008#15:00 cet#28#palermo#home#2 - 1
19 march 2008#20:30 cet#29#genoa#away#1 - 1
22 march 2008#20:30 cet#30#juventus#home#1 - 2
30 march 2008#18:30 cet#31#lazio#away#1 - 1
6 april 2008#15:00 cet#32#atalanta#away#2 - 0
13 april 2008#20:30 cet#33#fiorentina#home#2 - 0
16 april 2008#20:45 cet#semifinal#lazio#home#0 - 0
20 april 2008#20:30 cet#34#torino#away#1 - 0
27 april 2008#15:00 cet#35#cagliari#home#2 - 1
4 may 2008#15:00 cet#36#milan#away#1 - 2
7 may 2008#21:00 cet#semifinal#lazio#away#2 - 0
11 may 2008#15:00 cet#37#siena#home#2 - 2
18 may 2008#15:00 cet#38#parma#away#2 - 0
24 may 2008#21:00 cet#final#roma#neutral#1 - 2
