tournament#surface#week#winner#finalist#semifinalists
indian wells#hard#march 6#roger federer (1) 7 - 5 , 6 - 3 , 6 - 0#james blake (12)#paradorn srichaphan rafael nadal (2)
miami#hard#march 20#roger federer (1) 7 - 6 (5) , 7 - 6 (4) , 7 - 6 (6)#ivan ljubičić (6)#david ferrer (11) david nalbandian (3)
monte carlo#clay#april 17#rafael nadal (2) 6 - 2 , 6 - 7 (2) , 6 - 3 , 7 - 6 (5)#roger federer (1)#fernando gonzález (12) gastón gaudio (7)
rome#clay#may 8#rafael nadal (2) 6 - 7 (0) , 7 - 6 (5) , 6 - 4 , 2 - 6 , 7 - 6 (5)#roger federer (1)#david nalbandian gaël monfils
hamburg#clay#may 15#tommy robredo 6 - 1 , 6 - 3 , 6 - 3#radek štěpánek#mario ančić josé acasuso
canada (toronto)#hard#august 7#roger federer 2 - 6 , 6 - 3 , 6 - 2#richard gasquet#fernando gonzález andy murray
cincinnati#hard#august 14#andy roddick 6 - 3 , 6 - 4#juan carlos ferrero#fernando gonzález tommy robredo
madrid#hard (i)#october 16#roger federer 7 - 5 , 6 - 1 , 6 - 0#fernando gonzález#david nalbandian tomáš berdych
paris#carpet (i)#october 30#nikolay davydenko (4) 6 - 1 , 6 - 2 , 6 - 2#dominik hrbatý (17)#tommy robredo tommy haas
shanghai ( tmc )#carpet (i)#november 12#roger federer 6 - 0 , 6 - 3 , 6 - 4#james blake#rafael nadal david nalbandian
