date#opponent#score#loss#attendance#record
june 1#mariners#3 - 0#chacã­n (5 - 4)#24815#28 - 25
june 2#athletics#5 - 3#towers (5 - 4)#10637#28 - 26
june 3#athletics#6 - 2#glynn (0 - 1)#12332#29 - 26
june 4#athletics#5 - 2#lilly (3 - 6)#25273#29 - 27
june 5#athletics#12 - 4#gaudin (1 - 1)#28754#29 - 28
june 6#cubs#4 - 1#koronka (1 - 1)#38807#30 - 28
june 7#cubs#6 - 4#wellemeyer (1 - 1)#39159#31 - 28
june 8#cubs#2 - 0#halladay (9 - 3)#38086#31 - 29
june 10#astros#4 - 2#lilly (3 - 7)#28607#31 - 30
june 11#astros#6 - 3#schoeneweis (2 - 2)#34925#31 - 31
june 12#astros#3 - 0#towers (5 - 5)#30584#31 - 32
june 13#cardinals#4 - 1#suppan (5 - 6)#20032#32 - 32
june 14#cardinals#7 - 0#gaudin (1 - 2)#37536#32 - 33
june 15#cardinals#5 - 2#marquis (8 - 4)#22905#33 - 33
june 17#brewers#9 - 5#davis (8 - 6)#17615#34 - 33
june 18#brewers#5 - 2#halladay (10 - 4)#25264#34 - 34
june 19#brewers#5 - 2#towers (5 - 6)#30480#34 - 35
june 20#orioles#11 - 2#chen (6 - 5)#15849#35 - 35
june 21#orioles#9 - 5#chacã­n (6 - 5)#17884#35 - 36
june 22#orioles#3 - 2#cabrera (5 - 7)#20617#36 - 36
june 23#orioles#6 - 2#ponson (7 - 5)#22390#37 - 36
june 24#nationals#3 - 0#towers (5 - 7)#36689#37 - 37
june 25#nationals#5 - 2#lilly (5 - 8)#39881#37 - 38
june 26#nationals#9 - 5#ayala (6 - 4)#33557#38 - 38
june 27#devil rays#4 - 3#walker (3 - 1)#8779#38 - 39
june 28#devil rays#3 - 1 (11)#waechter (3 - 6)#8545#39 - 39
june 29#devil rays#12 - 3#hendrickson (3 - 5)#20267#40 - 39
