city of license#identifier#frequency#power#class#recnet
blind river#cbon - 6#1010 am#40 s watt#lp#query
chapleau#cbon - fm - 28#91.9#345 watts#a#query
dubreuilville#cbon - fm - 11#97.9#50 watts#lp#query
elliot lake#cbon - fm - 5#101.7#2640 watts#b#query
espanola#cbon - fm - 7#94.9#520 watts#a#query
geraldton#cbon - fm - 22#93.7#6400 watts#b#query
gogama#cbon - fm - 21#104.9#6900 watts#b#query
hearst#cbon - fm - 26#90.3#8340 watts#b1#query
kapuskasing#cbon - fm - 24#90.7#43900 watts#b#query
kirkland lake#cbon - fm - 1#93.7#2650 watts#a#query
manitouwadge#cbon - fm - 23#96.9#143 watts#a#query
marathon#cbon - fm - 29#102.3#2023 watts#b#query
matachewan#cbon - 10#1110 am#40 watts#lp#query
mattawa#cbon - 12#1090 am#40 watts#lp#query
nipigon#cbon - fm - 19#97.3#2000 watts#b#query
north bay#cbon - fm - 17#95.1#100000 watts#c#query
sault ste marie#cbon - fm - 18#88.1#3590 watts#b#query
temiskaming shores#cbon - fm - 2#99.7#780 watts#a#query
thunder bay#cbon - fm - 20#89.3#27400 watts#b#query
timmins#cbon - fm - 25#97.1#44800 watts#b#query
wawa#cbon - fm - 27#90.7#890 watts#a#query
