date#course#distance#winner#race leader
19 may#milan to turin#-#francesco camusso ( ita )#francesco camusso ( ita )
20 may#turin to genoa#-#learco guerra ( ita )#francesco camusso ( ita )
21 may#rest day#rest day#rest day#rest day
22 may#genoa to livorno#-#learco guerra ( ita )#francesco camusso ( ita )
23 may#livorno to pisa#-#learco guerra ( ita )#learco guerra ( ita )
24 may#pisa to rome#-#learco guerra ( ita )#learco guerra ( ita )
25 may#rest day#rest day#rest day#rest day
26 may#rome to naples#-#learco guerra ( ita )#learco guerra ( ita )
27 may#naples to bari#-#adriano vignoli ( ita )#learco guerra ( ita )
28 may#rest day#rest day#rest day#rest day
29 may#bari to campobasso#-#fãlicien vervaecke ( bel )#giuseppe olmo ( ita )
30 may#campobasso to teramo#-#learco guerra ( ita )#learco guerra ( ita )
31 may#teramo to ancona#-#learco guerra ( ita )#learco guerra ( ita )
1 june#rest day#rest day#rest day#rest day
2 june#ancona to rimini#-#learco guerra ( ita )#learco guerra ( ita )
3 june#rimini to florence#-#learco guerra ( ita )#learco guerra ( ita )
4 june#florence to bologna#-#giuseppe olmo ( ita )#francesco camusso ( ita )
5 june#rest day#rest day#rest day#rest day
6 june#bologna to ferrara#-#learco guerra ( ita )#learco guerra ( ita )
7 june#ferrara to trieste#-#fabio battesini ( ita )#learco guerra ( ita )
8 june#trieste to bassano del grappa#-#giuseppe olmo ( ita )#learco guerra ( ita )
9 june#rest day#rest day#rest day#rest day
10 june#bassano to milan#-#giuseppe olmo ( ita )#learco guerra ( ita )
total#-#km (mi)#-#km (mi)
