coach#season#record#home#away#win %#average (total) home attendance
jim miceli#1999#3 - 2#2 - 0#1 - 2#600#2940 (5880)
jim miceli#2000#6 - 3#4 - 1#2 - 2#666#2181 (10905)
jim miceli#2001#7 - 2#4 - 1#3 - 1#777#3221 (16105)
jim miceli#2002#6 - 3#3 - 1#3 - 2#666#2912 (11648)
jim miceli#2003#4 - 5#3 - 1#1 - 4#444#2706 (10824)
marty fine#2004#5 - 5#2 - 3#3 - 2#500#3305 (16525)
marty fine#2005#7 - 3#5 - 0#2 - 3#700#3999 (19995)
marty fine#2006#8 - 3#5 - 2#3 - 1#750#4226 (29582)
marty fine#2007#8 - 3#4 - 0#4 - 3#750#4686 (18744)
marty fine#2008#7 - 4#4 - 1#3 - 3#637#5302 (26510)
marty fine#2009#5 - 6#3 - 2#2 - 4#475#4617 (23805)
marty fine#2010#7 - 4#6 - 1#1 - 3#637#4391 (30742)
marty fine#2011#7 - 4#4 - 2#3 - 2#636#5929 (35572)
marty fine#2012#4 - 7#2 - 4#2 - 3#364#3288 (19723)
marty fine#2013#4 - 4#3 - 2#1 - 2#500#3927 (19633)
totals#1999 - 2013#88 - 58#54 - 21#34 - 37#603#3898 (292316)
