rank#time#athlete#date#place
1#5.96#irina privalova#9 february 1995#madrid , spain
2#6.00#merlene ottey#4 february 1994#moscow
3#6.02#gail devers#21 february 1999#liévin
4#6.04#chioma ajunwa#22 february 1998#liévin
5#6.05#savatheda fynes#13 february 2000#liévin
5#6.05#philomena mensah#13 february 2000#liévin
7#6.07#gwen torrence#9 february 1996#reno , nv
8#6.08#christy opara - thompson#16 february 1997#liévin
9#6.09#zhanna block#2 february 1993#moscow
10#6.11#marita koch#2 february 1980#grenoble
10#6.11#liliana allen#13 february 2000#liévin
10#6.11#christine arron#26 february 2006#aubière
