rank#team#athletes#run 1#run 2#run 3#run 4#final
gold#united states (usa) usa i#hubert stevens & curtis stevens#2:13.10#2:04.27#1:59.69#1:57.68#8:14.74
silver#switzerland (sui) switzerland i#reto capadrutt & oscar geier#2:05.88#2:07.21#2:03.52#1:59.67#8:16.28
bronze#united states (usa) usa ii#john heaton & robert minton#2:15.02#2:07.51#2:04.29#2:02.33#8:29.15
4#romania (rou) romania i#alexandru papanäƒ & dumitru hubert#2:15.51#2:07.82#2:06.12#2:03.02#8:32.47
5#germany (ger) germany i#hanns kilian & sebastian huber#2:15.27#2:11.08#2:05.82#2:03.19#8:35.36
6#italy (ita) italy i#teofilo rossi di montelera & italo casini#2:15.45#2:08.10#2:06.58#2:06.20#8:36.33
7#germany (ger) germany ii#werner huth & max ludwig#2:11.53#2:11.58#2:11.32#2:10.62#8:45.05
8#italy (ita) italy ii#agostino lanfranchi & gaetano lanfranchi#2:20.08#2:13.47#2:08.00#2:09.11#8:50.66
9#belgium (bel) belgium i#max houben & louis van hege#2:17.68#2:14.90#2:10.90#2:09.62#8:53.10
10#belgium (bel) belgium ii#christian hansez & jacques maus#2:17.01#2:16.74#2:13.59#2:13.81#9:01.15
11#france (fra) france i#louis balsan & armand delille#2:20.10#2:19.37#2:13.56#2:09.56#9:02.59
12#austria (aut) austria i#hugo weinstengl & johann baptist gudenus#2:23.83#2:21.82#2:16.19#2:14.58#9:16.42
