place#player#country#score#to par#money
t1#fuzzy zoeller#united states#70 + 71 + 69 + 70 = 280#- 8#playoff
t1#tom watson#united states#68 + 71 + 70 + 71 = 280#- 8#playoff
t1#ed sneed#united states#68 + 67 + 69 + 76 = 280#- 8#playoff
4#jack nicklaus#united states#69 + 71 + 72 + 69 = 281#- 7#15000
5#tom kite#united states#71 + 72 + 68 + 72 = 283#- 5#13000
6#bruce lietzke#united states#67 + 75 + 68 + 74 = 284#- 4#11500
t7#craig stadler#united states#69 + 66 + 74 + 76 = 285#- 3#9000
t7#leonard thompson#united states#68 + 70 + 73 + 74 = 285#- 3#9000
t7#lanny wadkins#united states#73 + 69 + 70 + 73 = 285#- 3#9000
t10#hubert green#united states#74 + 69 + 72 + 71 = 286#- 2#6500
t10#gene littler#united states#74 + 71 + 69 + 72 = 286#- 2#6500
