game#date#opponent#result#bruins points#opponents#record
1#sept 13#iowa state#win#37#21#1 - 0 - 0
2#sept 20#tennessee#win#34#28#2 - 0 - 0
3#sept 27#air force#tie#20#20#2 - 0 - 1
4#oct 4#ohio state#loss#20#41#2 - 1 - 1
5#oct 11#stanford#win#31#21#3 - 1 - 1
6#oct 18#washington state#win#37#23#4 - 1 - 1
7#oct 25#california#win#28#14#5 - 1 - 1
8#nov 1#washington#loss#13#17#5 - 2 - 1
9#nov 8#oregon#win#50#17#6 - 2 - 1
10#nov 15#oregon state#win#31#9#7 - 2 - 1
11#nov 28#usc#win#25#22#8 - 2 - 1
