season#date#home team#score#away team#venue#competition round
1966#5 january 1966#universitario#2 - 0#alianza lima#estadio nacional#copa libertadores group 1
1966#23 march 1966#alianza lima#0 - 1#universitario#estadio nacional#copa libertadores group 1
1972#25 february 1972#universitario#2 - 1#alianza lima#estadio nacional#copa libertadores group 4
1972#14 march 1972#alianza lima#2 - 2#universitario#estadio nacional#copa libertadores group 4
1979#24 february 1979#alianza lima#3 - 6#universitario#estadio alejandro villanueva#copa libertadores group 3
1979#21 march 1979#universitario#1 - 0#alianza lima#estadio nacional#copa libertadores group 3
1983#12 march 1983#universitario#0 - 0#alianza lima#estadio nacional#copa libertadores group 3
1983#13 april 1983#alianza lima#2 - 1#universitario#estadio alejandro villanueva#copa libertadores group 3
1988#1 july 1988#universitario#0 - 0#alianza lima#estadio nacional#copa libertadores group 4
1988#3 march 1988#alianza lima#0 - 2#universitario#estadio nacional#copa libertadores group 4
1994#2 february 1994#universitario#0 - 1#alianza lima#estadio nacional#copa libertadores group 3
1994#23 march 1994#alianza lima#1 - 2#universitario#estadio alejandro villanueva#copa libertadores group 3
2002#4 september 2002#universitario#0 - 1#alianza lima#estadio nacional#copa sudamericana preliminary round
2002#11 september 2002#alianza lima#1 - 0#universitario#estadio nacional#copa sudamericana preliminary round
