date#visitor#score#home#decision#attendance#record
march 2#phoenix#2 - 5#detroit#joseph#20058#35 - 17 - 9 - 3
march 3#detroit#3 - 2#columbus#legace#18136#36 - 17 - 9 - 3
march 5#tampa bay#2 - 3#detroit#joseph#20058#37 - 17 - 9 - 3
march 7#st louis#2 - 7#detroit#joseph#20058#38 - 17 - 9 - 3
march 9#detroit#1 - 4#anaheim#legace#17174#38 - 18 - 9 - 3
march 10#detroit#2 - 3#los angeles#legace#18344#39 - 18 - 9 - 3
march 12#detroit#2 - 3#phoenix#joseph#15813#40 - 18 - 9 - 3
march 15#colorado#3 - 5#detroit#joseph#20058#41 - 18 - 9 - 3
march 16#ottawa#2 - 6#detroit#joseph#20058#42 - 18 - 9 - 3
march 18#detroit#5 - 1#pittsburgh#legace#13840#43 - 18 - 9 - 3
march 22#detroit#4 - 2#st louis#joseph#19995#44 - 18 - 9 - 3
march 23#detroit#0 - 4#minnesota#legace#18568#44 - 19 - 9 - 3
march 25#minnesota#0 - 4#detroit#joseph#20058#45 - 19 - 9 - 3
march 27#detroit#0 - 3#san jose#joseph#17496#45 - 20 - 9 - 3
march 29#detroit#6 - 2#st louis#legace#19951#46 - 20 - 9 - 3
march 31#nashville#0 - 3#detroit#joseph#20058#47 - 20 - 9 - 3
