year#coach#crew#record#win %
2003#john gartin#varsity 8 +#7 - 3#.700
2003#john gartin#varsity 4 +#2 - 3#.400
2004#john gartin#varsity 8 +#10 - 1#.900
2004#john gartin#varsity 4 +#9 - 3#.750
2005#john gartin#varsity 8 +#5 - 3#.625
2005#john gartin#varsity 4 +#8 - 0#1.000
2006#john gartin#varsity 8 +#7 - 2#.777
2006#john gartin#varsity 4 +#7 - 2#.777
2007#john gartin#varsity 8 +#10 - 0#1.000
2007#john gartin#varsity 4 +#11 - 0#1.000
2008#john gartin#varsity 8 +#13 - 0#1.000
2008#john gartin#varsity 4 +#9 - 0#1.000
2009#john gartin#varsity 8 +#11 - 0#1.000
2009#john gartin#varsity 4 +#9 - 1#.900
totals#2003 - 2008#varsity 4 & 8#118 - 18#.868
