date#opponent#score#loss#attendance#record
june 1#brewers#7 - 1#stottlemyre (4 - 6)#49698#26 - 24
june 2#brewers#7 - 6#wells (2 - 1)#49553#26 - 25
june 3#brewers#7 - 4#knudson (3 - 3)#49702#27 - 25
june 5#twins#7 - 3#smith (4 - 5)#49741#28 - 25
june 6#twins#12 - 5#blair (0 - 2)#49652#28 - 26
june 7#twins#10 - 3#tapani (6 - 4)#49845#29 - 26
june 8#brewers#11 - 5#crim (2 - 2)#27021#30 - 26
june 9#brewers#7 - 3#bosio (4 - 4)#46612#31 - 26
june 10#brewers#13 - 5#navarro (2 - 2)#18091#32 - 26
june 11#brewers#4 - 1#blair (0 - 3)#17701#32 - 27
june 12#twins#5 - 4#candelaria (7 - 2)#18298#33 - 27
june 13#twins#10 - 1#west (2 - 4)#17086#34 - 27
june 14#twins#7 - 1#anderson (2 - 9)#18679#35 - 27
june 15#yankees#5 - 4#robinson (0 - 5)#31827#36 - 27
june 16#yankees#2 - 1 (11)#mills (0 - 2)#26061#37 - 27
june 17#yankees#8 - 1#lapoint (4 - 6)#38173#38 - 27
june 19#red sox#4 - 2#ward (1 - 3)#49907#38 - 28
june 20#red sox#11 - 0#gardner (1 - 4)#49857#39 - 28
june 21#yankees#7 - 6#acker (1 - 2)#49883#39 - 29
june 22#yankees#8 - 7 (15)#blair (0 - 4)#49908#39 - 30
june 23#yankees#8 - 4#leary (3 - 10)#49858#40 - 30
june 24#yankees#8 - 3#cary (4 - 3)#49806#41 - 30
june 25#red sox#10 - 8#blair (0 - 5)#32591#41 - 31
june 26#red sox#3 - 0#wells (5 - 2)#23244#41 - 32
june 27#red sox#9 - 5#key (4 - 3)#32961#41 - 33
june 28#red sox#4 - 3#stottlemyre (8 - 7)#34547#41 - 34
june 29#athletics#5 - 0#cerutti (4 - 6)#49817#41 - 35
june 30#athletics#9 - 4#stieb (10 - 3)#49865#41 - 36
