gymnast#start value#penalty#average#total
gervasio deferr ( esp )#9.90#-#9.687#9.737
gervasio deferr ( esp )#9.90#-#9.787#9.737
evgeni sapronenko ( lat )#10.00#-#9.712#9.706
evgeni sapronenko ( lat )#10.00#-#9.700#9.706
marian drăgulescu ( rou )#10.00#-#9.900#9.612
marian drăgulescu ( rou )#9.90#-#9.325#9.612
kyle shewfelt ( can )#9.90#-#9.687#9.599
kyle shewfelt ( can )#9.90#-#9.512#9.599
filip yanev ( bul )#9.90#-#9.625#9.581
filip yanev ( bul )#9.90#-#9.537#9.581
róbert gál ( hun )#9.90#-#9.525#9.537
róbert gál ( hun )#9.90#-#9.550#9.537
li xiaopeng ( chn )#9.90#-#9.075#9.368
li xiaopeng ( chn )#10.00#-#9.662#9.368
alexei bondarenko ( rus )#10.00#-#9.100#4.550
alexei bondarenko ( rus )#0.00#-#0.000#4.550
