season#level#division#administration#position
2002#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#2nd
2003#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#5th
2004#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#2nd
2005#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#4th
2006#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#7th
2007#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#9th
2008#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#7th
2009#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#5th
2010#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#4th
2011#tier 4#kolmonen (third division)#south - east finland (spl kaakkois - suomi)#2nd
