average population (x 1000)#live births#deaths#natural change#crude birth rate (per 1000)#crude death rate (per 1000)#natural change (per 1000)#total fertility rate
2 646#86 339#57 915#28 424#32.6#21.9#10.7#4.83
2 667#88 637#56 225#32 412#33.2#21.1#12.2#4.92
2 686#87 082#50 999#36 083#32.4#19.0#13.4#4.79
2 706#85 120#49 992#35 128#31.5#18.5#13.0#4.62
2 735#90 253#50 227#40 026#33.0#18.4#14.7#4.85
2 762#87 841#52 773#35 068#31.8#19.1#12.7#4.67
2 788#91 401#50 857#40 544#32.8#18.2#14.5#4.81
2 821#92 457#53 028#39 429#32.8#18.8#14.0#4.76
2 861#92 146#55 305#36 841#32.2#19.3#12.9#4.65
2 899#95 005#50 577#44 428#32.8#17.4#15.3#4.72
2 929#92 984#51 007#41 977#31.7#17.4#14.3#4.60
2 962#91 238#51 648#39 590#30.8#17.4#13.4#4.46
2 998#92 275#51 645#40 630#30.8#17.2#13.5#4.45
3 026#87 250#51 876#35 374#28.8#17.1#11.7#4.15
3 053#87 577#50 690#36 887#28.7#16.6#12.1#4.13
3 083#83 306#52 205#31 101#27.0#16.9#10.1#3.89
3 105#79 653#54 577#25 076#25.7#17.6#8.1#3.69
3 124#81 046#58 863#22 183#25.9#18.8#7.1#3.71
3 125#79 494#95 102#- 15 608#25.4#30.4#- 5.0#3.60
3 117#63 896#62 932#964#20.5#20.2#0.3#2.87
3 133#84 714#53 304#31 410#27.0#17.0#10.0#3.76
3 170#82 165#47 361#34 804#25.9#14.9#11.0#3.58
3 211#80 140#49 180#30 960#25.0#15.3#9.6#3.43
3 243#81 961#47 556#34 405#25.3#14.7#10.6#3.44
3 272#78 057#53 442#24 615#23.9#16.3#7.5#3.22
3 304#78 260#47 493#30 767#23.7#14.4#9.3#3.17
3 339#76 875#47 526#29 349#23.0#14.2#8.8#3.02
3 368#75 611#51 727#23 884#22.5#15.4#7.1#2.92
3 396#77 523#48 713#28 810#22.8#14.3#8.5#2.92
3 424#76 011#54 489#21 522#22.2#15.9#6.3#2.83
3 449#75 236#48 240#26 996#21.8#14.0#7.8#2.75
3 476#71 866#48 968#22 898#20.7#14.1#6.6#2.59
3 503#69 352#46 700#22 652#19.8#13.3#6.5#2.46
3 526#65 047#47 960#17 087#18.4#13.6#4.8#2.27
3 549#67 713#46 318#21 395#19.1#13.1#6.0#2.33
3 576#69 942#45 370#24 572#19.6#12.7#6.9#2.37
3 601#68 895#49 124#19 771#19.1#13.6#5.5#2.31
3 626#72 319#46 466#25 853#19.9#12.8#7.1#2.52
3 656#76 695#46 930#29 765#21.0#12.8#8.1#2.52
3 686#78 164#52 614#25 550#21.2#14.3#6.9#2.56
3 698#65 849#71 846#- 5 997#17.8#19.4#- 1.6#2.15
3 702#89 565#73 334#16 231#24.2#19.8#4.4#2.90
3 708#61 672#56 141#5 531#16.6#15.1#1.5#2.00
3 721#76 112#49 634#26 478#20.5#13.3#7.1#2.46
3 735#79 446#70 570#8 876#21.3#18.9#2.4#2.56
3 758#95 758#49 046#46 712#25.5#13.1#12.4#3.07
3 806#106 075#44 748#61 327#27.9#11.8#16.1#3.41
3 859#108 168#46 053#62 115#28.0#11.9#16.1#3.47
3 912#107 759#43 668#64 091#27.5#11.2#16.4#3.47
3 963#103 515#44 501#59 014#26.1#11.2#14.9#3.33
4 009#98 065#40 681#57 384#24.5#10.1#14.3#3.16
4 047#93 063#40 386#52 677#23.0#10.0#13.0#3.01
4 090#94 314#39 024#55 290#23.1#9.5#13.5#3.06
4 139#90 866#39 925#50 941#22.0#9.6#12.3#2.96
4 187#89 845#37 988#51 857#21.5#9.1#12.4#2.93
4 235#89 740#39 573#50 167#21.2#9.3#11.8#2.93
4 282#88 896#38 713#50 183#20.8#9.0#11.7#2.91
4 324#86 985#40 741#46 244#20.1#9.4#10.7#2.86
4 360#81 148#38 833#42 315#18.6#8.9#9.7#2.68
4 395#83 253#38 827#44 426#18.9#8.8#10.1#2.75
4 430#82 129#39 797#42 332#18.5#9.0#9.6#2.71
4 461#81 996#40 616#41 380#18.4#9.1#9.3#2.65
4 491#81 454#42 889#38 565#18.1#9.5#8.6#2.66
4 523#82 251#42 010#40 241#18.2#9.3#8.9#2.66
4 549#80 428#42 512#37 916#17.7#9.3#8.3#2.58
4 564#77 885#44 473#33 412#17.1#9.7#7.3#2.46
4 581#77 697#43 548#34 149#17.0#9.5#7.5#2.41
4 606#77 289#43 790#33 499#16.8#9.5#7.3#2.32
4 626#73 654#45 013#28 641#15.9#9.7#6.2#2.15
4 624#67 450#45 966#21 484#14.6#9.9#4.6#1.94
4 606#64 559#44 119#20 440#14.0#9.6#4.4#1.83
4 612#61 067#45 876#15 191#13.2#9.9#3.3#1.70
4 640#58 864#43 958#14 906#12.7#9.5#3.2#1.59
4 666#56 787#43 410#13 377#12.2#9.3#2.9#1.50
4 691#62 472#44 676#17 796#13.3#9.5#3.8#1.62
4 711#65 719#43 828#21 891#14.0#9.3#4.6#1.69
4 726#66 846#44 786#22 060#14.1#9.5#4.7#1.72
4 739#65 659#44 065#21 594#13.9#9.3#4.6#1.69
4 753#63 983#43 692#20 291#13.5#9.2#4.3#1.65
4 765#63 428#43 738#19 690#13.3#9.2#4.1#1.64
4 780#63 064#44 398#18 666#13.2#9.3#3.9#1.63
4 800#63 469#44 404#19 065#13.2#9.3#4.0#1.65
4 827#66 106#43 408#22 698#13.7#9.0#4.7#1.72
4 856#66 892#45 388#21 504#13.8#9.3#4.4#1.74
4 882#65 076#45 098#19 978#13.3#9.2#4.1#1.70
4 902#62 796#48 198#14 598#12.8#9.8#3.0#1.64
4 918#60 632#47 135#13 497#12.3#9.6#2.7#1.60
4 932#59 827#47 949#11 878#12.1#9.7#2.4#1.59
