game#date#opponent#score#location / attendance#record
13#december 1#chicago stags#56 - 66#boston garden#2 - 11
14#december 2#pittsburgh ironmen#46 - 44#duquesne gardens#3 - 11
15#december 5#detroit falcons#61 - 65#boston garden#3 - 12
16#december 7#new york knickerbockers#65 - 90#boston garden#3 - 13
17#december 8#new york knickerbockers#44 - 62#madison square garden#3 - 14
18#december 12#detroit falcons#73 - 66#boston garden#4 - 14
19#december 14#philadelphia warriors#77 - 65#boston garden#5 - 14
20#december 19#st louis bombers#74 - 76#boston garden#5 - 15
21#december 22#st louis bombers#53 - 65#st louis arena#5 - 16
22#december 23#pittsburgh ironmen#54 - 64#duquesne gardens#5 - 17
23#december 27#philadelphia warriors#60 - 63#boston garden#5 - 18
24#december 28#providence steam rollers#68 - 80#rhode island auditorium#5 - 19
25#december 30#washington capitols#60 - 70#boston garden#5 - 20
